ano,sexo,edad,poblacion
1992,mujer,48,143839
1993,mujer,48,150056
1994,mujer,48,156431
1995,mujer,48,162942
1996,mujer,48,16982
1997,mujer,48,176698
1998,mujer,48,183753
1999,mujer,48,191028
2000,mujer,48,198739
2001,mujer,48,206625
2002,mujer,48,214778
2003,mujer,48,223246
2004,mujer,48,231995
2005,mujer,48,240889
2006,mujer,48,249751
2007,mujer,48,258469
2008,mujer,48,266695
2009,mujer,48,274579
2010,mujer,48,281727
2011,mujer,48,288234
2012,mujer,48,293411
2013,mujer,48,297073
2014,mujer,48,299524
2015,mujer,48,301035
2016,mujer,48,301778
2017,mujer,48,301717
1979,mujer,49,95664
1980,mujer,49,98471
1981,mujer,49,101405
1982,mujer,49,103785
1983,mujer,49,105424
1984,mujer,49,106697
1985,mujer,49,107413
1986,mujer,49,110142
1987,mujer,49,113377
1988,mujer,49,117039
1989,mujer,49,121231
1990,mujer,49,125831
1991,mujer,49,130957
1992,mujer,49,136775
1993,mujer,49,142769
1994,mujer,49,148967
1995,mujer,49,155319
1996,mujer,49,161823
1997,mujer,49,168668
1998,mujer,49,175505
1999,mujer,49,182524
2000,mujer,49,189741
2001,mujer,49,197396
2002,mujer,49,205258
2003,mujer,49,213417
2004,mujer,49,221937
2005,mujer,49,230767
2006,mujer,49,239672
2007,mujer,49,248506
2008,mujer,49,257111
2009,mujer,49,265325
2010,mujer,49,273297
2011,mujer,49,280406
2012,mujer,49,286882
2013,mujer,49,292019
2014,mujer,49,295731
2015,mujer,49,298338
2016,mujer,49,300181
2017,mujer,49,301176
1979,mujer,50,91986
1980,mujer,50,94719
1981,mujer,50,97498
1982,mujer,50,100399
1983,mujer,50,102757
1984,mujer,50,104389
1985,mujer,50,104677
1986,mujer,50,106471
1987,mujer,50,109196
1988,mujer,50,112397
1989,mujer,50,115996
1990,mujer,50,120118
1991,mujer,50,124687
1992,mujer,50,129851
1993,mujer,50,135693
1994,mujer,50,141664
1995,mujer,50,147847
1996,mujer,50,154181
1997,mujer,50,160661
1998,mujer,50,167466
1999,mujer,50,174265
2000,mujer,50,181236
2001,mujer,50,188407
2002,mujer,50,196031
2003,mujer,50,203904
2004,mujer,50,212106
2005,mujer,50,220703
2006,mujer,50,229553
2007,mujer,50,238411
2008,mujer,50,247141
2009,mujer,50,255727
2010,mujer,50,264008
2011,mujer,50,271962
2012,mujer,50,279009
2013,mujer,50,285458
2014,mujer,50,290616
2015,mujer,50,294486
2016,mujer,50,297412
2017,mujer,50,299486
1979,mujer,51,88117
1980,mujer,51,91034
1981,mujer,51,93738
1982,mujer,51,96486
1983,mujer,51,99361
1984,mujer,51,101704
1985,mujer,51,102362
1986,mujer,51,10369
1987,mujer,51,105522
1988,mujer,51,108215
1989,mujer,51,111348
1990,mujer,51,114876
1991,mujer,51,118984
1992,mujer,51,123575
1993,mujer,51,128801
1994,mujer,51,13458
1995,mujer,51,14054
1996,mujer,51,1467
1997,mujer,51,153008
1998,mujer,51,159458
1999,mujer,51,166229
2000,mujer,51,172983
2001,mujer,51,179909
2002,mujer,51,187049
2003,mujer,51,194685
2004,mujer,51,202604
2005,mujer,51,210891
2006,mujer,51,219492
2007,mujer,51,228301
2008,mujer,51,237036
2009,mujer,51,245746
2010,mujer,51,25439
2011,mujer,51,262646
2012,mujer,51,270551
2013,mujer,51,277549
2014,mujer,51,284027
2015,mujer,51,289318
2016,mujer,51,293496
2017,mujer,51,296643
1979,mujer,52,84011
1980,mujer,52,87164
1981,mujer,52,90051
1982,mujer,52,92724
1983,mujer,52,95446
1984,mujer,52,98303
1985,mujer,52,99694
1986,mujer,52,101359
1987,mujer,52,102681
1988,mujer,52,104518
1989,mujer,52,107159
1990,mujer,52,110226
1991,mujer,52,113728
1992,mujer,52,117872
1993,mujer,52,122506
1994,mujer,52,127678
1995,mujer,52,133436
1996,mujer,52,139393
1997,mujer,52,145525
1998,mujer,52,151791
1999,mujer,52,158219
2000,mujer,52,164945
2001,mujer,52,171651
2002,mujer,52,178561
2003,mujer,52,185711
2004,mujer,52,193389
2005,mujer,52,20135
2006,mujer,52,209669
2007,mujer,52,21823
2008,mujer,52,22693
2009,mujer,52,235631
2010,mujer,52,244385
2011,mujer,52,253017
2012,mujer,52,261214
2013,mujer,52,269067
2014,mujer,52,276083
2015,mujer,52,282697
2016,mujer,52,288266
2017,mujer,52,292665
1979,mujer,53,79814
1980,mujer,53,83068
1981,mujer,53,86189
1982,mujer,53,89043
1983,mujer,53,91693
1984,mujer,53,94398
1985,mujer,53,96326
1986,mujer,53,98684
1987,mujer,53,100331
1988,mujer,53,101633
1989,mujer,53,10345
1990,mujer,53,106022
1991,mujer,53,109071
1992,mujer,53,112598
1993,mujer,53,116733
1994,mujer,53,121369
1995,mujer,53,126539
1996,mujer,53,132276
1997,mujer,53,13821
1998,mujer,53,144312
1999,mujer,53,150544
2000,mujer,53,156938
2001,mujer,53,163623
2002,mujer,53,170296
2003,mujer,53,177224
2004,mujer,53,184413
2005,mujer,53,19215
2006,mujer,53,200124
2007,mujer,53,208382
2008,mujer,53,216859
2009,mujer,53,225533
2010,mujer,53,234255
2011,mujer,53,24299
2012,mujer,53,251564
2013,mujer,53,259705
2014,mujer,53,26759
2015,mujer,53,274711
2016,mujer,53,281601
2017,mujer,53,287371
1979,mujer,54,75658
1980,mujer,54,78898
1981,mujer,54,82123
1982,mujer,54,85214
1983,mujer,54,88044
1984,mujer,54,90677
1985,mujer,54,92501
1986,mujer,54,95329
1987,mujer,54,97644
1988,mujer,54,99254
1989,mujer,54,100506
1990,mujer,54,1023
1991,mujer,54,104852
1992,mujer,54,107925
1993,mujer,54,111494
1994,mujer,54,115587
1995,mujer,54,120206
1996,mujer,54,125375
1997,mujer,54,13109
1998,mujer,54,136993
1999,mujer,54,143065
2000,mujer,54,149262
2001,mujer,54,155617
2002,mujer,54,162279
2003,mujer,54,16896
2004,mujer,54,175924
2005,mujer,54,183181
2006,mujer,54,190916
2007,mujer,54,198847
2008,mujer,54,206997
2009,mujer,54,21546
2010,mujer,54,224153
2011,mujer,54,232839
2012,mujer,54,241523
2013,mujer,54,250031
2014,mujer,54,2582
2015,mujer,54,266194
2016,mujer,54,273562
2017,mujer,54,280654
1979,mujer,55,71525
1980,mujer,55,74768
1981,mujer,55,77981
1982,mujer,55,8118
1983,mujer,55,84247
1984,mujer,55,87062
1985,mujer,55,88856
1986,mujer,55,91546
1987,mujer,55,94298
1988,mujer,55,96546
1989,mujer,55,98101
1990,mujer,55,99296
1991,mujer,55,101113
1992,mujer,55,103687
1993,mujer,55,106792
1994,mujer,55,110319
1995,mujer,55,114409
1996,mujer,55,119028
1997,mujer,55,12418
1998,mujer,55,129865
1999,mujer,55,135741
2000,mujer,55,141771
2001,mujer,55,147934
2002,mujer,55,154266
2003,mujer,55,16093
2004,mujer,55,167654
2005,mujer,55,174662
2006,mujer,55,181933
2007,mujer,55,189611
2008,mujer,55,197457
2009,mujer,55,205588
2010,mujer,55,214072
2011,mujer,55,22273
2012,mujer,55,231355
2013,mujer,55,239979
2014,mujer,55,248508
2015,mujer,55,256774
2016,mujer,55,265006
2017,mujer,55,272557
1979,mujer,56,67797
1980,mujer,56,70663
1981,mujer,56,73882
1982,mujer,56,77072
1983,mujer,56,80249
1984,mujer,56,83299
1985,mujer,56,85302
1986,mujer,56,87927
1987,mujer,56,90556
1988,mujer,56,93216
1989,mujer,56,95369
1990,mujer,56,96862
1991,mujer,56,98043
1992,mujer,56,99921
1993,mujer,56,102519
1994,mujer,56,105598
1995,mujer,56,10912
1996,mujer,56,113211
1997,mujer,56,117825
1998,mujer,56,122952
1999,mujer,56,128604
2000,mujer,56,134438
2001,mujer,56,140432
2002,mujer,56,146575
2003,mujer,56,152915
2004,mujer,56,159604
2005,mujer,56,16639
2006,mujer,56,173402
2007,mujer,56,180621
2008,mujer,56,188206
2009,mujer,56,196037
2010,mujer,56,204176
2011,mujer,56,212635
2012,mujer,56,221231
2013,mujer,56,229792
2014,mujer,56,238431
2015,mujer,56,247056
2016,mujer,56,25554
2017,mujer,56,263949
1979,mujer,57,64647
1980,mujer,57,66967
1981,mujer,57,69815
1982,mujer,57,73015
1983,mujer,57,76186
1984,mujer,57,79345
1985,mujer,57,81609
1986,mujer,57,84405
1987,mujer,57,86961
1988,mujer,57,89499
1989,mujer,57,92052
1990,mujer,57,94111
1991,mujer,57,95575
1992,mujer,57,96782
1993,mujer,57,98741
1994,mujer,57,101301
1995,mujer,57,104382
1996,mujer,57,107899
1997,mujer,57,111984
1998,mujer,57,116576
1999,mujer,57,121679
2000,mujer,57,1273
2001,mujer,57,133091
2002,mujer,57,139065
2003,mujer,57,145215
2004,mujer,57,151582
2005,mujer,57,158323
2006,mujer,57,165103
2007,mujer,57,172057
2008,mujer,57,179201
2009,mujer,57,186774
2010,mujer,57,194607
2011,mujer,57,202713
2012,mujer,57,211114
2013,mujer,57,219642
2014,mujer,57,228223
2015,mujer,57,236955
2016,mujer,57,245777
2017,mujer,57,254421
1979,mujer,58,61842
1980,mujer,58,63834
1981,mujer,58,66146
1982,mujer,58,68981
1983,mujer,58,72164
1984,mujer,58,75319
1985,mujer,58,77723
1986,mujer,58,80745
1987,mujer,58,83464
1988,mujer,58,85936
1989,mujer,58,88363
1990,mujer,58,90804
1991,mujer,58,928
1992,mujer,58,94278
1993,mujer,58,95526
1994,mujer,58,97486
1995,mujer,58,100058
1996,mujer,58,103142
1997,mujer,58,106645
1998,mujer,58,110722
1999,mujer,58,115292
2000,mujer,58,120359
2001,mujer,58,125942
2002,mujer,58,131709
2003,mujer,58,137685
2004,mujer,58,143861
2005,mujer,58,150265
2006,mujer,58,157016
2007,mujer,58,16373
2008,mujer,58,170611
2009,mujer,58,177746
2010,mujer,58,185324
2011,mujer,58,193122
2012,mujer,58,201176
2013,mujer,58,209511
2014,mujer,58,218045
2015,mujer,58,226707
2016,mujer,58,235628
2017,mujer,58,244611
1979,mujer,59,59026
1980,mujer,59,61042
1981,mujer,59,63032
1982,mujer,59,65343
1983,mujer,59,68166
1984,mujer,59,71333
1985,mujer,59,73768
1986,mujer,59,76895
1987,mujer,59,79835
1988,mujer,59,82463
1989,mujer,59,84824
1990,mujer,59,87138
1991,mujer,59,89502
1992,mujer,59,91469
1993,mujer,59,92941
1994,mujer,59,94195
1995,mujer,59,96192
1996,mujer,59,9879
1997,mujer,59,101868
1998,mujer,59,105346
1999,mujer,59,109412
2000,mujer,59,113949
2001,mujer,59,118984
2002,mujer,59,124546
2003,mujer,59,130313
2004,mujer,59,136311
2005,mujer,59,142546
2006,mujer,59,14892
2007,mujer,59,15562
2008,mujer,59,162252
2009,mujer,59,169129
2010,mujer,59,176267
2011,mujer,59,183808
2012,mujer,59,191559
2013,mujer,59,199545
2014,mujer,59,207893
2015,mujer,59,216493
2016,mujer,59,225325
2017,mujer,59,234386
1979,mujer,60,56204
1980,mujer,60,58231
1981,mujer,60,60246
1982,mujer,60,62241
1983,mujer,60,64549
1984,mujer,60,6736
1985,mujer,60,69838
1986,mujer,60,7297
1987,mujer,60,76016
1988,mujer,60,78854
1989,mujer,60,81378
1990,mujer,60,83621
1991,mujer,60,85863
1992,mujer,60,88182
1993,mujer,60,90115
1994,mujer,60,91566
1995,mujer,60,92844
1996,mujer,60,9488
1997,mujer,60,97486
1998,mujer,60,100548
1999,mujer,60,104011
2000,mujer,60,108053
2001,mujer,60,112557
2002,mujer,60,117566
2003,mujer,60,123126
2004,mujer,60,128906
2005,mujer,60,134942
2006,mujer,60,14118
2007,mujer,60,147492
2008,mujer,60,154116
2009,mujer,60,160744
2010,mujer,60,167605
2011,mujer,60,174721
2012,mujer,60,182212
2013,mujer,60,189901
2014,mujer,60,197886
2015,mujer,60,206304
2016,mujer,60,215053
2017,mujer,60,224016
1979,mujer,61,53825
1980,mujer,61,55399
1981,mujer,61,57424
1982,mujer,61,59444
1983,mujer,61,61441
1984,mujer,61,63742
1985,mujer,61,65893
1986,mujer,61,69054
1987,mujer,61,72116
1988,mujer,61,75065
1989,mujer,61,77793
1990,mujer,61,80202
1991,mujer,61,82356
1992,mujer,61,84557
1993,mujer,61,86822
1994,mujer,61,88699
1995,mujer,61,90162
1996,mujer,61,91459
1997,mujer,61,93532
1998,mujer,61,96134
1999,mujer,61,9918
2000,mujer,61,102622
2001,mujer,61,106638
2002,mujer,61,111113
2003,mujer,61,116127
2004,mujer,61,121701
2005,mujer,61,127517
2006,mujer,61,133542
2007,mujer,61,13972
2008,mujer,61,145974
2009,mujer,61,152578
2010,mujer,61,159186
2011,mujer,61,166017
2012,mujer,61,173095
2013,mujer,61,180516
2014,mujer,61,188201
2015,mujer,61,196235
2016,mujer,61,204805
2017,mujer,61,213666
1979,mujer,62,51444
1980,mujer,62,52981
1981,mujer,62,54564
1982,mujer,62,5659
1983,mujer,62,5861
1984,mujer,62,60604
1985,mujer,62,62264
1986,mujer,62,65094
1987,mujer,62,68215
1988,mujer,62,71194
1989,mujer,62,74027
1990,mujer,62,76639
1991,mujer,62,78966
1992,mujer,62,81065
1993,mujer,62,83227
1994,mujer,62,85406
1995,mujer,62,87257
1996,mujer,62,88723
1997,mujer,62,90034
1998,mujer,62,92133
1999,mujer,62,94734
2000,mujer,62,9776
2001,mujer,62,101178
2002,mujer,62,105177
2003,mujer,62,10964
2004,mujer,62,114671
2005,mujer,62,120275
2006,mujer,62,126084
2007,mujer,62,132053
2008,mujer,62,138164
2009,mujer,62,144405
2010,mujer,62,150979
2011,mujer,62,157556
2012,mujer,62,164343
2013,mujer,62,171364
2014,mujer,62,178777
2015,mujer,62,186501
2016,mujer,62,194665
2017,mujer,62,203342
1979,mujer,63,48993
1980,mujer,63,50557
1981,mujer,63,52096
1982,mujer,63,5369
1983,mujer,63,55713
1984,mujer,63,57726
1985,mujer,63,59084
1986,mujer,63,61427
1987,mujer,63,6424
1988,mujer,63,67305
1989,mujer,63,7018
1990,mujer,63,72902
1991,mujer,63,75418
1992,mujer,63,77694
1993,mujer,63,79719
1994,mujer,63,81826
1995,mujer,63,83954
1996,mujer,63,85784
1997,mujer,63,87245
1998,mujer,63,88561
1999,mujer,63,90685
2000,mujer,63,93275
2001,mujer,63,96277
2002,mujer,63,99685
2003,mujer,63,103681
2004,mujer,63,108159
2005,mujer,63,113201
2006,mujer,63,118814
2007,mujer,63,124564
2008,mujer,63,130461
2009,mujer,63,136565
2010,mujer,63,142773
2011,mujer,63,149299
2012,mujer,63,155839
2013,mujer,63,162564
2014,mujer,63,169571
2015,mujer,63,177015
2016,mujer,63,184859
2017,mujer,63,193124
1979,mujer,64,46786
1980,mujer,64,48087
1981,mujer,64,49653
1982,mujer,64,51199
1983,mujer,64,528
1984,mujer,64,54814
1985,mujer,64,56197
1986,mujer,64,5819
1987,mujer,64,60544
1988,mujer,64,63312
1989,mujer,64,66309
1990,mujer,64,69073
1991,mujer,64,71712
1992,mujer,64,74155
1993,mujer,64,76388
1994,mujer,64,78314
1995,mujer,64,80392
1996,mujer,64,8246
1997,mujer,64,84258
1998,mujer,64,85706
1999,mujer,64,8703
2000,mujer,64,89175
2001,mujer,64,91756
2002,mujer,64,94742
2003,mujer,64,9815
2004,mujer,64,10216
2005,mujer,64,106662
2006,mujer,64,111705
2007,mujer,64,117263
2008,mujer,64,122944
2009,mujer,64,12882
2010,mujer,64,134897
2011,mujer,64,141054
2012,mujer,64,147538
2013,mujer,64,154012
2014,mujer,64,160717
2015,mujer,64,167738
2016,mujer,64,175292
2017,mujer,64,183227
1979,mujer,65,44909
1980,mujer,65,45884
1981,mujer,65,47192
1982,mujer,65,48768
1983,mujer,65,5032
1984,mujer,65,51925
1985,mujer,65,53335
1986,mujer,65,55324
1987,mujer,65,57234
1988,mujer,65,59589
1989,mujer,65,62299
1990,mujer,65,65221
1991,mujer,65,67898
1992,mujer,65,70474
1993,mujer,65,72869
1994,mujer,65,75007
1995,mujer,65,76871
1996,mujer,65,78907
1997,mujer,65,80917
1998,mujer,65,82677
1999,mujer,65,84115
2000,mujer,65,85437
2001,mujer,65,87603
2002,mujer,65,90179
2003,mujer,65,93172
2004,mujer,65,96585
2005,mujer,65,100621
2006,mujer,65,105123
2007,mujer,65,110118
2008,mujer,65,115608
2009,mujer,65,121261
2010,mujer,65,127104
2011,mujer,65,133134
2012,mujer,65,139243
2013,mujer,65,14566
2014,mujer,65,152102
2015,mujer,65,158822
2016,mujer,65,16593
2017,mujer,65,173573
1979,mujer,66,42685
1980,mujer,66,4402
1981,mujer,66,45017
1982,mujer,66,46345
1983,mujer,66,47928
1984,mujer,66,49484
1985,mujer,66,50537
1986,mujer,66,5248
1987,mujer,66,54393
1988,mujer,66,56209
1989,mujer,66,58552
1990,mujer,66,61194
1991,mujer,66,64062
1992,mujer,66,66683
1993,mujer,66,69206
1994,mujer,66,71501
1995,mujer,66,73583
1996,mujer,66,75393
1997,mujer,66,77372
1998,mujer,66,79321
1999,mujer,66,81035
2000,mujer,66,82464
2001,mujer,66,83782
2002,mujer,66,85978
2003,mujer,66,8856
2004,mujer,66,91572
2005,mujer,66,95022
2006,mujer,66,99046
2007,mujer,66,103497
2008,mujer,66,108423
2009,mujer,66,113892
2010,mujer,66,119506
2011,mujer,66,125297
2012,mujer,66,131279
2013,mujer,66,137313
2014,mujer,66,143696
2015,mujer,66,150137
2016,mujer,66,156936
2017,mujer,66,164105
1979,mujer,67,39561
1980,mujer,67,4163
1981,mujer,67,42961
1982,mujer,67,43967
1983,mujer,67,453
1984,mujer,67,46873
1985,mujer,67,47763
1986,mujer,67,49776
1987,mujer,67,51552
1988,mujer,67,53391
1989,mujer,67,551
1990,mujer,67,57429
1991,mujer,67,60028
1992,mujer,67,62855
1993,mujer,67,65423
1994,mujer,67,67853
1995,mujer,67,70083
1996,mujer,67,72111
1997,mujer,67,73863
1998,mujer,67,75779
1999,mujer,67,77665
2000,mujer,67,79326
2001,mujer,67,80744
2002,mujer,67,82068
2003,mujer,67,84306
2004,mujer,67,86909
2005,mujer,67,89931
2006,mujer,67,9339
2007,mujer,67,97368
2008,mujer,67,101755
2009,mujer,67,106654
2010,mujer,67,112092
2011,mujer,67,117653
2012,mujer,67,12339
2013,mujer,67,129307
2014,mujer,67,135291
2015,mujer,67,141662
2016,mujer,67,148162
2017,mujer,67,155015
1979,mujer,68,36373
1980,mujer,68,38365
1981,mujer,68,40388
1982,mujer,68,417
1983,mujer,68,42697
1984,mujer,68,44013
1985,mujer,68,44928
1986,mujer,68,4648
1987,mujer,68,48958
1988,mujer,68,50553
1989,mujer,68,52308
1990,mujer,68,53908
1991,mujer,68,56234
1992,mujer,68,58817
1993,mujer,68,61599
1994,mujer,68,64086
1995,mujer,68,66457
1996,mujer,68,68615
1997,mujer,68,70582
1998,mujer,68,72271
1999,mujer,68,74127
2000,mujer,68,75941
2001,mujer,68,77553
2002,mujer,68,78962
2003,mujer,68,8031
2004,mujer,68,82597
2005,mujer,68,852
2006,mujer,68,88249
2007,mujer,68,91656
2008,mujer,68,95578
2009,mujer,68,99944
2010,mujer,68,104804
2011,mujer,68,110195
2012,mujer,68,115702
2013,mujer,68,121364
2014,mujer,68,127231
2015,mujer,68,133195
2016,mujer,68,139606
2017,mujer,68,14614
1979,mujer,69,33457
1980,mujer,69,35188
1981,mujer,69,37135
1982,mujer,69,39114
1983,mujer,69,40406
1984,mujer,69,41393
1985,mujer,69,42079
1986,mujer,69,43639
1987,mujer,69,45166
1988,mujer,69,48063
1989,mujer,69,49473
1990,mujer,69,51141
1991,mujer,69,52654
1992,mujer,69,54993
1993,mujer,69,57594
1994,mujer,69,60273
1995,mujer,69,62696
1996,mujer,69,65007
1997,mujer,69,67091
1998,mujer,69,68992
1999,mujer,69,70614
2000,mujer,69,72407
2001,mujer,69,7415
2002,mujer,69,75725
2003,mujer,69,77132
2004,mujer,69,78509
2005,mujer,69,80903
2006,mujer,69,83458
2007,mujer,69,8647
2008,mujer,69,89812
2009,mujer,69,93713
2010,mujer,69,98043
2011,mujer,69,102865
2012,mujer,69,108196
2013,mujer,69,113619
2014,mujer,69,11923
2015,mujer,69,125055
2016,mujer,69,131046
2017,mujer,69,137486
1979,mujer,70,30934
1980,mujer,70,32284
1981,mujer,70,33973
1982,mujer,70,35875
1983,mujer,70,37809
1984,mujer,70,39082
1985,mujer,70,39466
1986,mujer,70,40779
1987,mujer,70,42303
1988,mujer,70,43798
1989,mujer,70,47094
1990,mujer,70,48324
1991,mujer,70,49915
1992,mujer,70,51364
1993,mujer,70,53734
1994,mujer,70,56263
1995,mujer,70,58913
1996,mujer,70,61267
1997,mujer,70,63514
1998,mujer,70,65511
1999,mujer,70,67349
2000,mujer,70,68901
2001,mujer,70,70628
2002,mujer,70,72307
2003,mujer,70,73854
2004,mujer,70,75276
2005,mujer,70,76676
2006,mujer,70,79158
2007,mujer,70,81639
2008,mujer,70,84604
2009,mujer,70,87916
2010,mujer,70,91799
2011,mujer,70,96075
2012,mujer,70,10084
2013,mujer,70,106086
2014,mujer,70,111449
2015,mujer,70,117018
2016,mujer,70,122834
2017,mujer,70,12883
1979,mujer,71,28899
1980,mujer,71,29762
1981,mujer,71,31086
1982,mujer,71,32734
1983,mujer,71,3459
1984,mujer,71,36479
1985,mujer,71,37161
1986,mujer,71,38157
1987,mujer,71,39447
1988,mujer,71,40928
1989,mujer,71,42376
1990,mujer,71,46045
1991,mujer,71,47113
1992,mujer,71,48648
1993,mujer,71,50048
1994,mujer,71,52391
1995,mujer,71,54889
1996,mujer,71,57503
1997,mujer,71,59782
1998,mujer,71,61958
1999,mujer,71,63877
2000,mujer,71,65642
2001,mujer,71,67126
2002,mujer,71,68791
2003,mujer,71,70418
2004,mujer,71,7194
2005,mujer,71,73366
2006,mujer,71,74838
2007,mujer,71,77328
2008,mujer,71,79734
2009,mujer,71,82676
2010,mujer,71,85955
2011,mujer,71,89801
2012,mujer,71,94016
2013,mujer,71,98704
2014,mujer,71,103892
2015,mujer,71,109193
2016,mujer,71,114744
2017,mujer,71,120528
1979,mujer,72,28111
1980,mujer,72,27714
1981,mujer,72,28559
1982,mujer,72,29858
1983,mujer,72,31463
1984,mujer,72,3327
1985,mujer,72,34556
1986,mujer,72,35821
1987,mujer,72,368
1988,mujer,72,38061
1989,mujer,72,39486
1990,mujer,72,40887
1991,mujer,72,4493
1992,mujer,72,45841
1993,mujer,72,47357
1994,mujer,72,48642
1995,mujer,72,50992
1996,mujer,72,53462
1997,mujer,72,56021
1998,mujer,72,5823
1999,mujer,72,60327
2000,mujer,72,62163
2001,mujer,72,6386
2002,mujer,72,65276
2003,mujer,72,66892
2004,mujer,72,68464
2005,mujer,72,69961
2006,mujer,72,71438
2007,mujer,72,72905
2008,mujer,72,75391
2009,mujer,72,77747
2010,mujer,72,80664
2011,mujer,72,83899
2012,mujer,72,87679
2013,mujer,72,91812
2014,mujer,72,96436
2015,mujer,72,101564
2016,mujer,72,106844
2017,mujer,72,112359
1979,mujer,73,26864
1980,mujer,73,26864
1981,mujer,73,26508
1982,mujer,73,27337
1983,mujer,73,28608
1984,mujer,73,30169
1985,mujer,73,314
1986,mujer,73,33207
1987,mujer,73,34443
1988,mujer,73,35385
1989,mujer,73,36611
1990,mujer,73,37979
1991,mujer,73,39346
1992,mujer,73,43748
1993,mujer,73,44525
1994,mujer,73,4595
1995,mujer,73,47183
1996,mujer,73,49532
1997,mujer,73,51965
1998,mujer,73,54462
1999,mujer,73,566
2000,mujer,73,58617
2001,mujer,73,60363
2002,mujer,73,61999
2003,mujer,73,63355
2004,mujer,73,6493
2005,mujer,73,66437
2006,mujer,73,67954
2007,mujer,73,69423
2008,mujer,73,7087
2009,mujer,73,73363
2010,mujer,73,75663
2011,mujer,73,78545
2012,mujer,73,81709
2013,mujer,73,85415
2014,mujer,73,89482
2015,mujer,73,94043
2016,mujer,73,99138
2017,mujer,73,10438
1979,mujer,74,25661
1980,mujer,74,25618
1981,mujer,74,25591
1982,mujer,74,25276
1983,mujer,74,26089
1984,mujer,74,2733
1985,mujer,74,28345
1986,mujer,74,30079
1987,mujer,74,3182
1988,mujer,74,33019
1989,mujer,74,33918
1990,mujer,74,35103
1991,mujer,74,36425
1992,mujer,74,37763
1993,mujer,74,42569
1994,mujer,74,43132
1995,mujer,74,4449
1996,mujer,74,45666
1997,mujer,74,48009
1998,mujer,74,50398
1999,mujer,74,5283
2000,mujer,74,5489
2001,mujer,74,56822
2002,mujer,74,58488
2003,mujer,74,60059
2004,mujer,74,61367
2005,mujer,74,62879
2006,mujer,74,6439
2007,mujer,74,65856
2008,mujer,74,67295
2009,mujer,74,68741
2010,mujer,74,71246
2011,mujer,74,73469
2012,mujer,74,76293
2013,mujer,74,79378
2014,mujer,74,83027
2015,mujer,74,87026
2016,mujer,74,9155
2017,mujer,74,96598
1979,mujer,75,24035
1980,mujer,75,24423
1981,mujer,75,24357
1982,mujer,75,2431
1983,mujer,75,24035
1984,mujer,75,2483
1985,mujer,75,25577
1986,mujer,75,27036
1987,mujer,75,28717
1988,mujer,75,30386
1989,mujer,75,31541
1990,mujer,75,32399
1991,mujer,75,3355
1992,mujer,75,34838
1993,mujer,75,36184
1994,mujer,75,41232
1995,mujer,75,41684
1996,mujer,75,42982
1997,mujer,75,44092
1998,mujer,75,46413
1999,mujer,75,48756
2000,mujer,75,51117
2001,mujer,75,53094
2002,mujer,75,54945
2003,mujer,75,56538
2004,mujer,75,58046
2005,mujer,75,59306
2006,mujer,75,60802
2007,mujer,75,62245
2008,mujer,75,63655
2009,mujer,75,6507
2010,mujer,75,6651
2011,mujer,75,69013
2012,mujer,75,71136
2013,mujer,75,73895
2014,mujer,75,76923
2015,mujer,75,80505
2016,mujer,75,84463
2017,mujer,75,88935
1979,mujer,76,22963
1980,mujer,76,22806
1981,mujer,76,23171
1982,mujer,76,23087
1983,mujer,76,2302
1984,mujer,76,22784
1985,mujer,76,23223
1986,mujer,76,24318
1987,mujer,76,25712
1988,mujer,76,27321
1989,mujer,76,28908
1990,mujer,76,30015
1991,mujer,76,3085
1992,mujer,76,31969
1993,mujer,76,33264
1994,mujer,76,34519
1995,mujer,76,39841
1996,mujer,76,40185
1997,mujer,76,41412
1998,mujer,76,42454
1999,mujer,76,44752
2000,mujer,76,47038
2001,mujer,76,49325
2002,mujer,76,51216
2003,mujer,76,52988
2004,mujer,76,5451
2005,mujer,76,55949
2006,mujer,76,57196
2007,mujer,76,58624
2008,mujer,76,59985
2009,mujer,76,61348
2010,mujer,76,62741
2011,mujer,76,6417
2012,mujer,76,6664
2013,mujer,76,68662
2014,mujer,76,71371
2015,mujer,76,74343
2016,mujer,76,7788
2017,mujer,76,81779
1979,mujer,77,2135
1980,mujer,77,21729
1981,mujer,77,2155
1982,mujer,77,21894
1983,mujer,77,21793
1984,mujer,77,21705
1985,mujer,77,21166
1986,mujer,77,21974
1987,mujer,77,23026
1988,mujer,77,24358
1989,mujer,77,25892
1990,mujer,77,27397
1991,mujer,77,28457
1992,mujer,77,29276
1993,mujer,77,30397
1994,mujer,77,31609
1995,mujer,77,32831
1996,mujer,77,38389
1997,mujer,77,38623
1998,mujer,77,39783
1999,mujer,77,40751
2000,mujer,77,43017
2001,mujer,77,45237
2002,mujer,77,47451
2003,mujer,77,49264
2004,mujer,77,50956
2005,mujer,77,52409
2006,mujer,77,53815
2007,mujer,77,5499
2008,mujer,77,56333
2009,mujer,77,57627
2010,mujer,77,58943
2011,mujer,77,603
2012,mujer,77,61693
2013,mujer,77,64131
2014,mujer,77,66072
2015,mujer,77,68719
2016,mujer,77,7165
2017,mujer,77,75134
1979,mujer,78,1971
1980,mujer,78,20136
1981,mujer,78,20487
1982,mujer,78,20291
1983,mujer,78,20612
1984,mujer,78,20494
1985,mujer,78,2005
1986,mujer,78,19926
1987,mujer,78,20709
