ano,sexo,edad,poblacion
2002,hombre,59,117301
2003,hombre,59,121576
2004,hombre,59,126056
2005,hombre,59,130768
2006,hombre,59,135697
2007,hombre,59,140769
2008,hombre,59,145905
2009,hombre,59,151106
2010,hombre,59,156484
2011,hombre,59,162118
2012,hombre,59,167909
2013,hombre,59,173963
2014,hombre,59,180422
2015,hombre,59,187066
2016,hombre,59,194067
2017,hombre,59,20135
1979,hombre,60,61798
1980,hombre,60,63278
1981,hombre,60,64875
1982,hombre,60,66513
1983,hombre,60,68489
1984,hombre,60,71049
1985,hombre,60,73098
1986,hombre,60,76037
1987,hombre,60,78923
1988,hombre,60,81617
1989,hombre,60,83982
1990,hombre,60,86025
1991,hombre,60,88099
1992,hombre,60,90127
1993,hombre,60,91885
1994,hombre,60,93203
1995,hombre,60,9441
1996,hombre,60,96238
1997,hombre,60,97541
1998,hombre,60,99365
1999,hombre,60,101736
2000,hombre,60,104479
2001,hombre,60,107571
2002,hombre,60,111319
2003,hombre,60,115358
2004,hombre,60,119648
2005,hombre,60,124176
2006,hombre,60,128883
2007,hombre,60,133774
2008,hombre,60,138785
2009,hombre,60,143839
2010,hombre,60,149019
2011,hombre,60,154371
2012,hombre,60,159965
2013,hombre,60,165728
2014,hombre,60,171768
2015,hombre,60,178258
2016,hombre,60,184983
2017,hombre,60,192102
1979,hombre,61,59316
1980,hombre,61,60497
1981,hombre,61,61983
1982,hombre,61,6359
1983,hombre,61,65237
1984,hombre,61,67216
1985,hombre,61,68943
1986,hombre,61,71863
1987,hombre,61,7473
1988,hombre,61,77534
1989,hombre,61,8012
1990,hombre,61,82371
1991,hombre,61,84301
1992,hombre,61,86291
1993,hombre,61,88292
1994,hombre,61,89942
1995,hombre,61,91261
1996,hombre,61,92476
1997,hombre,61,94316
1998,hombre,61,9564
1999,hombre,61,97466
2000,hombre,61,99833
2001,hombre,61,102554
2002,hombre,61,10563
2003,hombre,61,109365
2004,hombre,61,113403
2005,hombre,61,117738
2006,hombre,61,122254
2007,hombre,61,126933
2008,hombre,61,131751
2009,hombre,61,136698
2010,hombre,61,141708
2011,hombre,61,146861
2012,hombre,61,152174
2013,hombre,61,15773
2014,hombre,61,163481
2015,hombre,61,169531
2016,hombre,61,17611
2017,hombre,61,182932
1979,hombre,62,56818
1980,hombre,62,57957
1981,hombre,62,5915
1982,hombre,62,60646
1983,hombre,62,62259
1984,hombre,62,63913
1985,hombre,62,65092
1986,hombre,62,67687
1987,hombre,62,70552
1988,hombre,62,73333
1989,hombre,62,76046
1990,hombre,62,78509
1991,hombre,62,80653
1992,hombre,62,82499
1993,hombre,62,8447
1994,hombre,62,86343
1995,hombre,62,87967
1996,hombre,62,89286
1997,hombre,62,90503
1998,hombre,62,92348
1999,hombre,62,93693
2000,hombre,62,95518
2001,hombre,62,97878
2002,hombre,62,100579
2003,hombre,62,103655
2004,hombre,62,107386
2005,hombre,62,111463
2006,hombre,62,115781
2007,hombre,62,120262
2008,hombre,62,124873
2009,hombre,62,129618
2010,hombre,62,134526
2011,hombre,62,1395
2012,hombre,62,144604
2013,hombre,62,149875
2014,hombre,62,155415
2015,hombre,62,161177
2016,hombre,62,167293
2017,hombre,62,173971
1979,hombre,63,54215
1980,hombre,63,5538
1981,hombre,63,56525
1982,hombre,63,57731
1983,hombre,63,59232
1984,hombre,63,60844
1985,hombre,63,61696
1986,hombre,63,63764
1987,hombre,63,66344
1988,hombre,63,69147
1989,hombre,63,71828
1990,hombre,63,74443
1991,hombre,63,76801
1992,hombre,63,78856
1993,hombre,63,8069
1994,hombre,63,82529
1995,hombre,63,84364
1996,hombre,63,85962
1997,hombre,63,87277
1998,hombre,63,88491
1999,hombre,63,90331
2000,hombre,63,91691
2001,hombre,63,93509
2002,hombre,63,95867
2003,hombre,63,98562
2004,hombre,63,101648
2005,hombre,63,10539
2006,hombre,63,109467
2007,hombre,63,113745
2008,hombre,63,118168
2009,hombre,63,122697
2010,hombre,63,127392
2011,hombre,63,132267
2012,hombre,63,137187
2013,hombre,63,142246
2014,hombre,63,147488
2015,hombre,63,153039
2016,hombre,63,158853
2017,hombre,63,165053
1979,hombre,64,51749
1980,hombre,64,52737
1981,hombre,64,53905
1982,hombre,64,55058
1983,hombre,64,56275
1984,hombre,64,57776
1985,hombre,64,58616
1986,hombre,64,60266
1987,hombre,64,62353
1988,hombre,64,64908
1989,hombre,64,67643
1990,hombre,64,70213
1991,hombre,64,72732
1992,hombre,64,75004
1993,hombre,64,77024
1994,hombre,64,78744
1995,hombre,64,80547
1996,hombre,64,8235
1997,hombre,64,83917
1998,hombre,64,85221
1999,hombre,64,86419
2000,hombre,64,88254
2001,hombre,64,89627
2002,hombre,64,9144
2003,hombre,64,93803
2004,hombre,64,96511
2005,hombre,64,99636
2006,hombre,64,103357
2007,hombre,64,107395
2008,hombre,64,111603
2009,hombre,64,115958
2010,hombre,64,120432
2011,hombre,64,125077
2012,hombre,64,129901
2013,hombre,64,134761
2014,hombre,64,139785
2015,hombre,64,145022
2016,hombre,64,150624
2017,hombre,64,156506
1979,hombre,65,49537
1980,hombre,65,50254
1981,hombre,65,5125
1982,hombre,65,5243
1983,hombre,65,53592
1984,hombre,65,54823
1985,hombre,65,5557
1986,hombre,65,57191
1987,hombre,65,58766
1988,hombre,65,60852
1989,hombre,65,63362
1990,hombre,65,66025
1991,hombre,65,68493
1992,hombre,65,70936
1993,hombre,65,73182
1994,hombre,65,75072
1995,hombre,65,76765
1996,hombre,65,78525
1997,hombre,65,80285
1998,hombre,65,81811
1999,hombre,65,83105
2000,hombre,65,84296
2001,hombre,65,86113
2002,hombre,65,87503
2003,hombre,65,89323
2004,hombre,65,91702
2005,hombre,65,94472
2006,hombre,65,97559
2007,hombre,65,101235
2008,hombre,65,10521
2009,hombre,65,109346
2010,hombre,65,113644
2011,hombre,65,118061
2012,hombre,65,122641
2013,hombre,65,127413
2014,hombre,65,132224
2015,hombre,65,137229
2016,hombre,65,142504
2017,hombre,65,148164
1979,hombre,66,47024
1980,hombre,66,48001
1981,hombre,66,48737
1982,hombre,66,49747
1983,hombre,66,50938
1984,hombre,66,52111
1985,hombre,66,5261
1986,hombre,66,54148
1987,hombre,66,55679
1988,hombre,66,5718
1989,hombre,66,59254
1990,hombre,66,61709
1991,hombre,66,64305
1992,hombre,66,66692
1993,hombre,66,69113
1994,hombre,66,71228
1995,hombre,66,73074
1996,hombre,66,74739
1997,hombre,66,76462
1998,hombre,66,78171
1999,hombre,66,79656
2000,hombre,66,80927
2001,hombre,66,82111
2002,hombre,66,8391
2003,hombre,66,85325
2004,hombre,66,87161
2005,hombre,66,89581
2006,hombre,66,92338
2007,hombre,66,95395
2008,hombre,66,98994
2009,hombre,66,102902
2010,hombre,66,106977
2011,hombre,66,111218
2012,hombre,66,11557
2013,hombre,66,120082
2014,hombre,66,124797
2015,hombre,66,129587
2016,hombre,66,134613
2017,hombre,66,139921
1979,hombre,67,43858
1980,hombre,67,45365
1981,hombre,67,46338
1982,hombre,67,47085
1983,hombre,67,48098
1984,hombre,67,49285
1985,hombre,67,49667
1986,hombre,67,51172
1987,hombre,67,5264
1988,hombre,67,54082
1989,hombre,67,55506
1990,hombre,67,57557
1991,hombre,67,59961
1992,hombre,67,62505
1993,hombre,67,64878
1994,hombre,67,67165
1995,hombre,67,69239
1996,hombre,67,71041
1997,hombre,67,72669
1998,hombre,67,74347
1999,hombre,67,75993
2000,hombre,67,77432
2001,hombre,67,78684
2002,hombre,67,79859
2003,hombre,67,81655
2004,hombre,67,83093
2005,hombre,67,84999
2006,hombre,67,87386
2007,hombre,67,90112
2008,hombre,67,93114
2009,hombre,67,96645
2010,hombre,67,100491
2011,hombre,67,104502
2012,hombre,67,108674
2013,hombre,67,112951
2014,hombre,67,1174
2015,hombre,67,122078
2016,hombre,67,12687
2017,hombre,67,131923
1979,hombre,68,40667
1980,hombre,68,42104
1981,hombre,68,43575
1982,hombre,68,44535
1983,hombre,68,45281
1984,hombre,68,46281
1985,hombre,68,46684
1986,hombre,68,47885
1987,hombre,68,4966
1988,hombre,68,51054
1989,hombre,68,52396
1990,hombre,68,53735
1991,hombre,68,55767
1992,hombre,68,58138
1993,hombre,68,60673
1994,hombre,68,62929
1995,hombre,68,65171
1996,hombre,68,67212
1997,hombre,68,68959
1998,hombre,68,70548
1999,hombre,68,72173
2000,hombre,68,7376
2001,hombre,68,75144
2002,hombre,68,76382
2003,hombre,68,77553
2004,hombre,68,79354
2005,hombre,68,80833
2006,hombre,68,82745
2007,hombre,68,85098
2008,hombre,68,87775
2009,hombre,68,90715
2010,hombre,68,94186
2011,hombre,68,97963
2012,hombre,68,101908
2013,hombre,68,106004
2014,hombre,68,110208
2015,hombre,68,114607
2016,hombre,68,119285
2017,hombre,68,124071
1979,hombre,69,37699
1980,hombre,69,38915
1981,hombre,69,40314
1982,hombre,69,4175
1983,hombre,69,42696
1984,hombre,69,4344
1985,hombre,69,43687
1986,hombre,69,44868
1987,hombre,69,46035
1988,hombre,69,4806
1989,hombre,69,49378
1990,hombre,69,50619
1991,hombre,69,51885
1992,hombre,69,53906
1993,hombre,69,56308
1994,hombre,69,58719
1995,hombre,69,60945
1996,hombre,69,63137
1997,hombre,69,65138
1998,hombre,69,66829
1999,hombre,69,6837
2000,hombre,69,69933
2001,hombre,69,71462
2002,hombre,69,72797
2003,hombre,69,74019
2004,hombre,69,752
2005,hombre,69,77052
2006,hombre,69,78511
2007,hombre,69,80404
2008,hombre,69,82708
2009,hombre,69,85329
2010,hombre,69,88212
2011,hombre,69,91619
2012,hombre,69,95309
2013,hombre,69,99182
2014,hombre,69,1032
2015,hombre,69,107349
2016,hombre,69,111715
2017,hombre,69,11638
1979,hombre,70,34959
1980,hombre,70,35962
1981,hombre,70,37146
1982,hombre,70,3851
1983,hombre,70,39911
1984,hombre,70,40844
1985,hombre,70,40864
1986,hombre,70,41865
1987,hombre,70,43007
1988,hombre,70,44129
1989,hombre,70,46385
1990,hombre,70,47617
1991,hombre,70,48765
1992,hombre,70,49967
1993,hombre,70,52047
1994,hombre,70,54348
1995,hombre,70,56733
1996,hombre,70,58921
1997,hombre,70,6107
1998,hombre,70,63013
1999,hombre,70,64651
2000,hombre,70,66139
2001,hombre,70,67643
2002,hombre,70,69107
2003,hombre,70,70401
2004,hombre,70,7162
2005,hombre,70,72815
2006,hombre,70,74678
2007,hombre,70,76104
2008,hombre,70,7796
2009,hombre,70,8022
2010,hombre,70,82794
2011,hombre,70,85611
2012,hombre,70,88947
2013,hombre,70,92544
2014,hombre,70,96339
2015,hombre,70,100291
2016,hombre,70,104394
2017,hombre,70,10873
1979,hombre,71,32564
1980,hombre,71,33224
1981,hombre,71,34208
1982,hombre,71,3536
1983,hombre,71,36689
1984,hombre,71,38054
1985,hombre,71,38284
1986,hombre,71,39044
1987,hombre,71,40001
1988,hombre,71,41103
1989,hombre,71,42169
1990,hombre,71,4463
1991,hombre,71,45782
1992,hombre,71,46856
1993,hombre,71,48044
1994,hombre,71,50064
1995,hombre,71,52368
1996,hombre,71,54724
1997,hombre,71,56861
1998,hombre,71,58958
1999,hombre,71,60846
2000,hombre,71,62426
2001,hombre,71,63855
2002,hombre,71,65305
2003,hombre,71,66716
2004,hombre,71,67969
2005,hombre,71,69192
2006,hombre,71,704
2007,hombre,71,72231
2008,hombre,71,73607
2009,hombre,71,75428
2010,hombre,71,77646
2011,hombre,71,80163
2012,hombre,71,82909
2013,hombre,71,86164
2014,hombre,71,89674
2015,hombre,71,93397
2016,hombre,71,97288
2017,hombre,71,101332
1979,hombre,72,31101
1980,hombre,72,30822
1981,hombre,72,31471
1982,hombre,72,32439
1983,hombre,72,33558
1984,hombre,72,3485
1985,hombre,72,35503
1986,hombre,72,36434
1987,hombre,72,37166
1988,hombre,72,38084
1989,hombre,72,39136
1990,hombre,72,40164
1991,hombre,72,42811
1992,hombre,72,43893
1993,hombre,72,44927
1994,hombre,72,4602
1995,hombre,72,48058
1996,hombre,72,50354
1997,hombre,72,5268
1998,hombre,72,54766
1999,hombre,72,56798
2000,hombre,72,58628
2001,hombre,72,60148
2002,hombre,72,61523
2003,hombre,72,62922
2004,hombre,72,64291
2005,hombre,72,65533
2006,hombre,72,66731
2007,hombre,72,67903
2008,hombre,72,6969
2009,hombre,72,71013
2010,hombre,72,72798
2011,hombre,72,74973
2012,hombre,72,77422
2013,hombre,72,80088
2014,hombre,72,83254
2015,hombre,72,86692
2016,hombre,72,90357
2017,hombre,72,94174
1979,hombre,73,29031
1980,hombre,73,29308
1981,hombre,73,2907
1982,hombre,73,29709
1983,hombre,73,30658
1984,hombre,73,31743
1985,hombre,73,32365
1986,hombre,73,33658
1987,hombre,73,34548
1988,hombre,73,35243
1989,hombre,73,36122
1990,hombre,73,37118
1991,hombre,73,38102
1992,hombre,73,40931
1993,hombre,73,42033
1994,hombre,73,42906
1995,hombre,73,43973
1996,hombre,73,46027
1997,hombre,73,48303
1998,hombre,73,50585
1999,hombre,73,5262
2000,hombre,73,54587
2001,hombre,73,56353
2002,hombre,73,57814
2003,hombre,73,59137
2004,hombre,73,60487
2005,hombre,73,61819
2006,hombre,73,63027
2007,hombre,73,64189
2008,hombre,73,65316
2009,hombre,73,67052
2010,hombre,73,68323
2011,hombre,73,70065
2012,hombre,73,72179
2013,hombre,73,7456
2014,hombre,73,77148
2015,hombre,73,80236
2016,hombre,73,83605
2017,hombre,73,87196
1979,hombre,74,26449
1980,hombre,74,27261
1981,hombre,74,27509
1982,hombre,74,27314
1983,hombre,74,27942
1984,hombre,74,28868
1985,hombre,74,29324
1986,hombre,74,30555
1987,hombre,74,31773
1988,hombre,74,32626
1989,hombre,74,33279
1990,hombre,74,34112
1991,hombre,74,35057
1992,hombre,74,36004
1993,hombre,74,39094
1994,hombre,74,40046
1995,hombre,74,40868
1996,hombre,74,41909
1997,hombre,74,43963
1998,hombre,74,46219
1999,hombre,74,48455
2000,hombre,74,50425
2001,hombre,74,5232
2002,hombre,74,54022
2003,hombre,74,55432
2004,hombre,74,56709
2005,hombre,74,58038
2006,hombre,74,59304
2007,hombre,74,60441
2008,hombre,74,61551
2009,hombre,74,62631
2010,hombre,74,64317
2011,hombre,74,65538
2012,hombre,74,67226
2013,hombre,74,69264
2014,hombre,74,71574
2015,hombre,74,74097
2016,hombre,74,77115
2017,hombre,74,80408
1979,hombre,75,24472
1980,hombre,75,24709
1981,hombre,75,25489
1982,hombre,75,25712
1983,hombre,75,25558
1984,hombre,75,26173
1985,hombre,75,26498
1986,hombre,75,27545
1987,hombre,75,28714
1988,hombre,75,29858
1989,hombre,75,30669
1990,hombre,75,31287
1991,hombre,75,32076
1992,hombre,75,32969
1993,hombre,75,33924
1994,hombre,75,37106
1995,hombre,75,38047
1996,hombre,75,38816
1997,hombre,75,39836
1998,hombre,75,41872
1999,hombre,75,44096
2000,hombre,75,46281
2001,hombre,75,48187
2002,hombre,75,50009
2003,hombre,75,51648
2004,hombre,75,53001
2005,hombre,75,5424
2006,hombre,75,55517
2007,hombre,75,56708
2008,hombre,75,57768
2009,hombre,75,58825
2010,hombre,75,59862
2011,hombre,75,61487
2012,hombre,75,62654
2013,hombre,75,64286
2014,hombre,75,66246
2015,hombre,75,68489
2016,hombre,75,70957
2017,hombre,75,73893
1979,hombre,76,22866
1980,hombre,76,22771
1981,hombre,76,22984
1982,hombre,76,23732
1983,hombre,76,2393
1984,hombre,76,23816
1985,hombre,76,23972
1986,hombre,76,24764
1987,hombre,76,25753
1988,hombre,76,26856
1989,hombre,76,27928
1990,hombre,76,28686
1991,hombre,76,29271
1992,hombre,76,30019
1993,hombre,76,30938
1994,hombre,76,3178
1995,hombre,76,35111
1996,hombre,76,3604
1997,hombre,76,36751
1998,hombre,76,37746
1999,hombre,76,39762
2000,hombre,76,41941
2001,hombre,76,44067
2002,hombre,76,4591
2003,hombre,76,47663
2004,hombre,76,49238
2005,hombre,76,50581
2006,hombre,76,51739
2007,hombre,76,52923
2008,hombre,76,5403
2009,hombre,76,55021
2010,hombre,76,56025
2011,hombre,76,57004
2012,hombre,76,58567
2013,hombre,76,59661
2014,hombre,76,61238
2015,hombre,76,63134
2016,hombre,76,65323
2017,hombre,76,67731
1979,hombre,77,21011
1980,hombre,77,21208
1981,hombre,77,21092
1982,hombre,77,21284
1983,hombre,77,21999
1984,hombre,77,22171
1985,hombre,77,21662
1986,hombre,77,22283
1987,hombre,77,23029
1988,hombre,77,23957
1989,hombre,77,24987
1990,hombre,77,25987
1991,hombre,77,26698
1992,hombre,77,27254
1993,hombre,77,28021
1994,hombre,77,28834
1995,hombre,77,29664
1996,hombre,77,33118
1997,hombre,77,3403
1998,hombre,77,34685
1999,hombre,77,35645
2000,hombre,77,37639
2001,hombre,77,39763
2002,hombre,77,41826
2003,hombre,77,43599
2004,hombre,77,45289
2005,hombre,77,46819
2006,hombre,77,48089
2007,hombre,77,49173
2008,hombre,77,5026
2009,hombre,77,5128
2010,hombre,77,52196
2011,hombre,77,53148
2012,hombre,77,54065
2013,hombre,77,5556
2014,hombre,77,56585
2015,hombre,77,58114
2016,hombre,77,59956
2017,hombre,77,62084
1979,hombre,78,19167
1980,hombre,78,19409
1981,hombre,78,19582
1982,hombre,78,19451
1983,hombre,78,1962
1984,hombre,78,20302
1985,hombre,78,20044
1986,hombre,78,20018
1987,hombre,78,20599
1988,hombre,78,21299
1989,hombre,78,22155
1990,hombre,78,23112
1991,hombre,78,24045
1992,hombre,78,24714
1993,hombre,78,25298
1994,hombre,78,25968
1995,hombre,78,26767
1996,hombre,78,27578
1997,hombre,78,31135
1998,hombre,78,32019
1999,hombre,78,32623
2000,hombre,78,33536
2001,hombre,78,35502
2002,hombre,78,37574
2003,hombre,78,39569
2004,hombre,78,41276
2005,hombre,78,42945
2006,hombre,78,44362
2007,hombre,78,45539
2008,hombre,78,46539
2009,hombre,78,47536
2010,hombre,78,48477
2011,hombre,78,49308
2012,hombre,78,5019
2013,hombre,78,51056
2014,hombre,78,52475
2015,hombre,78,5344
2016,hombre,78,54937
2017,hombre,78,56724
1979,hombre,79,17338
1980,hombre,79,17622
1981,hombre,79,17838
1982,hombre,79,17989
1983,hombre,79,17845
1984,hombre,79,17992
1985,hombre,79,18987
1986,hombre,79,18407
1987,hombre,79,1839
1988,hombre,79,18924
1989,hombre,79,19581
1990,hombre,79,20374
1991,hombre,79,21254
1992,hombre,79,22121
1993,hombre,79,22803
1994,hombre,79,23302
1995,hombre,79,23958
1996,hombre,79,2474
1997,hombre,79,25525
1998,hombre,79,29161
1999,hombre,79,300
2000,hombre,79,30563
2001,hombre,79,31426
2002,hombre,79,33348
2003,hombre,79,35367
2004,hombre,79,37295
2005,hombre,79,38978
2006,hombre,79,40525
2007,hombre,79,41848
2008,hombre,79,42937
2009,hombre,79,43852
2010,hombre,79,44763
2011,hombre,79,45617
2012,hombre,79,46356
2013,hombre,79,47173
2014,hombre,79,47989
2015,hombre,79,49341
2016,hombre,79,50263
2017,hombre,79,51725
1979,hombre,80,15531
1980,hombre,80,15855
1981,hombre,80,16113
1982,hombre,80,16307
1983,hombre,80,16437
1984,hombre,80,1628
1985,hombre,80,16876
1986,hombre,80,17299
1987,hombre,80,16786
1988,hombre,80,16781
1989,hombre,80,17272
1990,hombre,80,17875
1991,hombre,80,18607
1992,hombre,80,19414
1993,hombre,80,2028
1994,hombre,80,20857
1995,hombre,80,21359
1996,hombre,80,21993
1997,hombre,80,22748
1998,hombre,80,23504
1999,hombre,80,272
2000,hombre,80,27985
2001,hombre,80,2851
2002,hombre,80,2932
2003,hombre,80,31198
2004,hombre,80,33162
2005,hombre,80,35061
2006,hombre,80,36626
2007,hombre,80,38064
2008,hombre,80,39283
2009,hombre,80,40292
2010,hombre,80,41118
2011,hombre,80,41941
2012,hombre,80,42711
2013,hombre,80,43352
2014,hombre,80,4411
2015,hombre,80,44882
2016,hombre,80,4618
2017,hombre,80,47063
1979,hombre,81,1376
1980,hombre,81,14122
1981,hombre,81,14419
1982,hombre,81,14654
1983,hombre,81,14828
1984,hombre,81,14938
1985,hombre,81,16054
1986,hombre,81,15263
1987,hombre,81,15645
1988,hombre,81,15191
1989,hombre,81,15197
1990,hombre,81,15642
1991,hombre,81,16191
1992,hombre,81,16869
1993,hombre,81,17661
1994,hombre,81,18411
1995,hombre,81,18971
1996,hombre,81,19468
1997,hombre,81,20076
1998,hombre,81,20797
1999,hombre,81,2152
2000,hombre,81,25245
2001,hombre,81,25974
2002,hombre,81,26461
2003,hombre,81,27219
2004,hombre,81,29039
2005,hombre,81,31011
2006,hombre,81,32765
2007,hombre,81,34237
2008,hombre,81,35575
2009,hombre,81,3669
2010,hombre,81,37615
2011,hombre,81,38352
2012,hombre,81,39085
2013,hombre,81,39767
2014,hombre,81,40329
2015,hombre,81,41032
2016,hombre,81,41775
2017,hombre,81,43031
1979,hombre,82,12062
1980,hombre,82,12424
1981,hombre,82,12758
1982,hombre,82,13031
1983,hombre,82,13241
1984,hombre,82,13394
1985,hombre,82,15236
1986,hombre,82,14385
1987,hombre,82,1368
1988,hombre,82,14024
1989,hombre,82,13633
1990,hombre,82,13646
1991,hombre,82,14051
1992,hombre,82,14555
1993,hombre,82,15218
1994,hombre,82,159
1995,hombre,82,16608
1996,hombre,82,17142
1997,hombre,82,17633
1998,hombre,82,18215
1999,hombre,82,18897
2000,hombre,82,19591
2001,hombre,82,23309
2002,hombre,82,23982
2003,hombre,82,24428
2004,hombre,82,25139
2005,hombre,82,26965
2006,hombre,82,28808
2007,hombre,82,30459
2008,hombre,82,3183
2009,hombre,82,33064
2010,hombre,82,34084
2011,hombre,82,34918
2012,hombre,82,35566
2013,hombre,82,36218
2014,hombre,82,36819
2015,hombre,82,37314
2016,hombre,82,37979
2017,hombre,82,38696
1979,hombre,83,10419
1980,hombre,83,10809
1981,hombre,83,11139
1982,hombre,83,11446
1983,hombre,83,11694
1984,hombre,83,1188
1985,hombre,83,14412
1986,hombre,83,13513
1987,hombre,83,12764
1988,hombre,83,12153
1989,hombre,83,12459
1990,hombre,83,12123
1991,hombre,83,12149
1992,hombre,83,12511
1993,hombre,83,13015
1994,hombre,83,13579
1995,hombre,83,14214
1996,hombre,83,14876
1997,hombre,83,1538
1998,hombre,83,15849
1999,hombre,83,16408
2000,hombre,83,17054
2001,hombre,83,17709
2002,hombre,83,21401
2003,hombre,83,2202
2004,hombre,83,22424
2005,hombre,83,23108
2006,hombre,83,24853
2007,hombre,83,266
2008,hombre,83,28155
2009,hombre,83,29426
2010,hombre,83,3056
2011,hombre,83,31487
2012,hombre,83,3222
2013,hombre,83,3279
2014,hombre,83,33369
2015,hombre,83,33899
2016,hombre,83,3434
2017,hombre,83,34973
1979,hombre,84,8881
1980,hombre,84,9266
1981,hombre,84,9625
1982,hombre,84,9926
1983,hombre,84,10205
1984,hombre,84,10427
1985,hombre,84,13594
1986,hombre,84,1265
1987,hombre,84,1187
1988,hombre,84,1122
1989,hombre,84,10687
1990,hombre,84,10965
1991,hombre,84,10679
1992,hombre,84,10715
1993,hombre,84,11094
1994,hombre,84,11498
1995,hombre,84,12024
1996,hombre,84,12611
1997,hombre,84,13223
1998,hombre,84,13707
1999,hombre,84,14153
2000,hombre,84,14679
2001,hombre,84,15286
2002,hombre,84,159
2003,hombre,84,19536
2004,hombre,84,20098
2005,hombre,84,20508
2006,hombre,84,21105
2007,hombre,84,2278
2008,hombre,84,2442
2009,hombre,84,25876
2010,hombre,84,27051
2011,hombre,84,2808
2012,hombre,84,28912
2013,hombre,84,29553
2014,hombre,84,30061
2015,hombre,84,30574
2016,hombre,84,31043
2017,hombre,84,31444
1979,hombre,85,7465
1980,hombre,85,7833
1981,hombre,85,8184
1982,hombre,85,8512
1983,hombre,85,8784
1984,hombre,85,9034
1985,hombre,85,12774
1986,hombre,85,11795
1987,hombre,85,10984
1988,hombre,85,10321
1989,hombre,85,977
1990,hombre,85,9312
1991,hombre,85,9554
1992,hombre,85,9318
1993,hombre,85,9389
1994,hombre,85,9698
1995,hombre,85,10082
1996,hombre,85,10565
1997,hombre,85,11104
1998,hombre,85,11667
1999,hombre,85,1212
2000,hombre,85,12542
2001,hombre,85,13038
2002,hombre,85,136
2003,hombre,85,14181
2004,hombre,85,17738
2005,hombre,85,18303
2006,hombre,85,18626
2007,hombre,85,1916
2008,hombre,85,20758
2009,hombre,85,22297
2010,hombre,85,23649
2011,hombre,85,24736
2012,hombre,85,25655
2013,hombre,85,26396
2014,hombre,85,26955
2015,hombre,85,27404
2016,hombre,85,27863
2017,hombre,85,28284
1979,hombre,86,6175
1980,hombre,86,6536
1981,hombre,86,6872
1982,hombre,86,7192
1983,hombre,86,7488
1984,hombre,86,7732
1985,hombre,86,11957
1986,hombre,86,10947
1987,hombre,86,10123
1988,hombre,86,9438
1989,hombre,86,8876
1990,hombre,86,8418
1991,hombre,86,8037
1992,hombre,86,825
1993,hombre,86,81
1994,hombre,86,8131
1995,hombre,86,8414
1996,hombre,86,8774
1997,hombre,86,9218
1998,hombre,86,9704
1999,hombre,86,10219
2000,hombre,86,10643
2001,hombre,86,11036
2002,hombre,86,11497
2003,hombre,86,1201
2004,hombre,86,12562
2005,hombre,86,16147
2006,hombre,86,16548
2007,hombre,86,16824
2008,hombre,86,17298
2009,hombre,86,18809
2010,hombre,86,20256
2011,hombre,86,215
2012,hombre,86,22489
2013,hombre,86,23308
2014,hombre,86,23962
2015,hombre,86,2446
2016,hombre,86,24853
2017,hombre,86,2527
1979,hombre,87,503
1980,hombre,87,5369
1981,hombre,87,5696
1982,hombre,87,6002
1983,hombre,87,6293
1984,hombre,87,6558
1985,hombre,87,11116
1986,hombre,87,10141
1987,hombre,87,9285
1988,hombre,87,8601
1989,hombre,87,8028
1990,hombre,87,7562
1991,hombre,87,7179
1992,hombre,87,686
1993,hombre,87,7104
1994,hombre,87,694
1995,hombre,87,6993
1996,hombre,87,7243
1997,hombre,87,7571
1998,hombre,87,7979
1999,hombre,87,8417
2000,hombre,87,8881
2001,hombre,87,9276
2002,hombre,87,9641
2003,hombre,87,10069
2004,hombre,87,10537
2005,hombre,87,1109
2006,hombre,87,14551
2007,hombre,87,14889
2008,hombre,87,1511
2009,hombre,87,15539
2010,hombre,87,16951
2011,hombre,87,18302
2012,hombre,87,1944
2013,hombre,87,20331
2014,hombre,87,21074
2015,hombre,87,21646
2016,hombre,87,22083
2017,hombre,87,22441
1979,hombre,88,4007
1980,hombre,88,4341
1981,hombre,88,4647
1982,hombre,88,4944
1983,hombre,88,5219
1984,hombre,88,5479
1985,hombre,88,10298
1986,hombre,88,9299
1987,hombre,88,8498
1988,hombre,88,779
1989,hombre,88,7227
1990,hombre,88,6754
1991,hombre,88,6376
1992,hombre,88,6065
1993,hombre,88,582
1994,hombre,88,6016
1995,hombre,88,5909
1996,hombre,88,5966
1997,hombre,88,6196
1998,hombre,88,6488
1999,hombre,88,6854
2000,hombre,88,7246
2001,hombre,88,7663
2002,hombre,88,8026
2003,hombre,88,8365
2004,hombre,88,8756
2005,hombre,88,923
2006,hombre,88,9688
2007,hombre,88,13061
2008,hombre,88,13333
2009,hombre,88,135
2010,hombre,88,13888
2011,hombre,88,15206
2012,hombre,88,16458
2013,hombre,88,1749
2014,hombre,88,18288
2015,hombre,88,18956
2016,hombre,88,19467
2017,hombre,88,19849
1979,hombre,89,3139
1980,hombre,89,3438
1981,hombre,89,3739
1982,hombre,89,4016
1983,hombre,89,4283
1984,hombre,89,453
1985,hombre,89,948
1986,hombre,89,8506
1987,hombre,89,7694
1988,hombre,89,7046
1989,hombre,89,6471
1990,hombre,89,6013
1991,hombre,89,5628
1992,hombre,89,5321
1993,hombre,89,5106
1994,hombre,89,4871
1995,hombre,89,5056
1996,hombre,89,4992
1997,hombre,89,5053
1998,hombre,89,5262
