age_group,target_year,lag,feature_period,cohort_year,abs_shap
6,2015,5,2010,1983,0.08838610584381607
6,2015,4,2011,1984,0.07899694164420697
6,2015,3,2012,1985,0.056371625160181314
6,2015,2,2013,1986,0.02443316052974172
6,2015,1,2014,1987,0.009630668278768784
3,2002,10,1992,1980,0.3124509187822732
3,2002,9,1993,1981,0.31765518269890347
3,2002,8,1994,1982,0.3154034085624023
3,2002,7,1995,1983,0.2622533440560267
3,2002,6,1996,1984,0.24546810776062525
3,2002,5,1997,1985,0.216082843630863
3,2002,4,1998,1986,0.12943346056137367
3,2002,3,1999,1987,0.07959305725576332
3,2002,2,2000,1988,0.05552802879344825
3,2002,1,2001,1989,0.014344992850411922
16,2016,10,2006,1929,0.13325710307129682
16,2016,9,2007,1930,0.15091491468966214
16,2016,8,2008,1931,0.1375746559280431
16,2016,7,2009,1932,0.12952380806806005
16,2016,6,2010,1933,0.12219407922949752
16,2016,5,2011,1934,0.09535777551711859
16,2016,4,2012,1935,0.08203057491760844
16,2016,3,2013,1936,0.052919422734724636
16,2016,2,2014,1937,0.03882180538653425
16,2016,1,2015,1938,0.013128186358024358
1,1999,10,1989,1987,0.13276208740200424
1,1999,9,1990,1988,0.14617019857659144
1,1999,8,1991,1989,0.153772286705658
1,1999,7,1992,1990,0.1345645522121783
1,1999,6,1993,1991,0.13265074321895914
1,1999,5,1994,1992,0.1311322104481033
1,1999,4,1995,1993,0.09263858717586827
1,1999,3,1996,1994,0.06610681564046736
1,1999,2,1997,1995,0.04579944322743848
1,1999,1,1998,1996,0.011368442134373623
4,2000,10,1990,1973,0.21224148119276576
4,2000,9,1991,1974,0.1794533148984692
4,2000,8,1992,1975,0.1719016158211278
4,2000,7,1993,1976,0.16848237217913234
4,2000,6,1994,1977,0.14047198473863184
4,2000,5,1995,1978,0.1367526147267042
4,2000,4,1996,1979,0.07207958160661568
4,2000,3,1997,1980,0.06702489990741756
4,2000,2,1998,1981,0.037457956438130255
4,2000,1,1999,1982,0.011850897542829244
14,1992,10,1982,1915,0.16752455503629962
14,1992,9,1983,1916,0.17268740902225765
14,1992,8,1984,1917,0.17002176562206242
14,1992,7,1985,1918,0.1917168112794005
14,1992,6,1986,1919,0.16903826692453497
14,1992,5,1987,1920,0.13851090868193994
14,1992,4,1988,1921,0.10836317501867582
14,1992,3,1989,1922,0.0638419505747161
14,1992,2,1990,1923,0.041159771318510424
14,1992,1,1991,1924,0.013688572560111814
4,1997,10,1987,1970,0.1351011567497262
4,1997,9,1988,1971,0.13444129283610481
4,1997,8,1989,1972,0.17567953107734802
4,1997,7,1990,1973,0.17956164284365764
4,1997,6,1991,1974,0.13899122020918947
4,1997,5,1992,1975,0.11633910216171194
4,1997,4,1993,1976,0.09081998786516852
4,1997,3,1994,1977,0.053439674031769274
4,1997,2,1995,1978,0.03814485530830951
4,1997,1,1996,1979,0.009199162913113082
8,2002,10,1992,1955,0.020723996481776724
8,2002,9,1993,1956,0.020701944400992548
8,2002,8,1994,1957,0.027320098771636003
8,2002,7,1995,1958,0.007857426109328302
8,2002,6,1996,1959,0.05518344750610513
8,2002,5,1997,1960,0.04480143783851674
8,2002,4,1998,1961,0.0241521226724218
8,2002,3,1999,1962,0.023764712524426624
8,2002,2,2000,1963,0.016574800152738135
8,2002,1,2001,1964,0.006077891365395835
2,2001,10,1991,1984,0.2377086050984199
2,2001,9,1992,1985,0.3528613312358682
2,2001,8,1993,1986,0.24108321497797075
2,2001,7,1994,1987,0.227880663191523
2,2001,6,1995,1988,0.24215996973802667
2,2001,5,1996,1989,0.19025626194613837
2,2001,4,1997,1990,0.12809326179304886
2,2001,3,1998,1991,0.08947075853043701
2,2001,2,1999,1992,0.06394945691860758
2,2001,1,2000,1993,0.01756224045973455
11,1998,10,1988,1936,0.06979749272952959
11,1998,9,1989,1937,0.08095557730607976
11,1998,8,1990,1938,0.049875486137703935
11,1998,7,1991,1939,0.0438717895802184
11,1998,6,1992,1940,0.036929295632648185
11,1998,5,1993,1941,0.06305297737510598
11,1998,4,1994,1942,0.03674666556103223
11,1998,3,1995,1943,0.023281871079962435
11,1998,2,1996,1944,0.016209746323588736
11,1998,1,1997,1945,0.0041033896020990605
14,2012,10,2002,1935,0.10067434179109108
14,2012,9,2003,1936,0.11149416112142924
14,2012,8,2004,1937,0.11161454434678081
14,2012,7,2005,1938,0.08981847654239075
14,2012,6,2006,1939,0.08737908826555169
14,2012,5,2007,1940,0.08486357842390939
14,2012,4,2008,1941,0.05343729107132519
14,2012,3,2009,1942,0.0335920656080882
14,2012,2,2010,1943,0.01788133896196206
14,2012,1,2011,1944,0.004795787927831359
4,2007,10,1997,1980,0.2362044018169433
4,2007,9,1998,1981,0.21272413413914673
4,2007,8,1999,1982,0.1975182873301115
4,2007,7,2000,1983,0.18085722591326592
4,2007,6,2001,1984,0.16277535705153792
4,2007,5,2002,1985,0.11036978836696117
4,2007,4,2003,1986,0.10107292562196153
4,2007,3,2004,1987,0.07775160290068754
4,2007,2,2005,1988,0.04738008391228133
4,2007,1,2006,1989,0.013102330219444031
4,2018,10,2008,1991,0.22609987355473313
4,2018,9,2009,1992,0.290342432704359
4,2018,8,2010,1993,0.25375055503856686
4,2018,7,2011,1994,0.21551674669005677
4,2018,6,2012,1995,0.21416139566875056
4,2018,5,2013,1996,0.16453755159677932
4,2018,4,2014,1997,0.12446817643523209
4,2018,3,2015,1998,0.07904383314497758
4,2018,2,2016,1999,0.04070558074417174
4,2018,1,2017,2000,0.014802324458387622
2,1994,10,1984,1977,0.15136055384753022
2,1994,9,1985,1978,0.15357218944163092
2,1994,8,1986,1979,0.182432192120294
2,1994,7,1987,1980,0.16167217251683538
2,1994,6,1988,1981,0.18142200272004053
2,1994,5,1989,1982,0.19469201084469528
2,1994,4,1990,1983,0.10859810614854178
2,1994,3,1991,1984,0.06713835225257242
2,1994,2,1992,1985,0.059681205292757146
2,1994,1,1993,1986,0.014004070188946244
6,2004,10,1994,1967,0.07429129057210546
6,2004,9,1995,1968,0.07822144510793234
6,2004,8,1996,1969,0.0883470568900912
6,2004,7,1997,1970,0.1375930593877715
6,2004,6,1998,1971,0.11134013006702001
6,2004,5,1999,1972,0.050030126217412665
6,2004,4,2000,1973,0.04871625457649742
6,2004,3,2001,1974,0.032393429484599036
6,2004,2,2002,1975,0.033286376921386106
6,2004,1,2003,1976,0.00959907704105762
11,2003,10,1993,1941,0.06543846998780614
11,2003,9,1994,1942,0.05670077313459493
11,2003,8,1995,1943,0.04854564274858975
11,2003,7,1996,1944,0.05388864638571379
11,2003,6,1997,1945,0.03835713890952149
11,2003,5,1998,1946,0.043621973650648266
11,2003,4,1999,1947,0.020231806968068995
11,2003,3,2000,1948,0.007063012650661501
11,2003,2,2001,1949,0.01580162270055595
11,2003,1,2002,1950,0.00354171625197318
17,1989,10,1979,1897,0.20717645915498675
17,1989,9,1980,1898,0.215566235597859
17,1989,8,1981,1899,0.2335818149557728
17,1989,7,1982,1900,0.2039382039243135
17,1989,6,1983,1901,0.2252537308889146
17,1989,5,1984,1902,0.1605687863585051
17,1989,4,1985,1903,0.11668207464657634
17,1989,3,1986,1904,0.07815850038542625
17,1989,2,1987,1905,0.04918015612202824
17,1989,1,1988,1906,0.018622536046363984
15,2007,10,1997,1925,0.12387323839619115
15,2007,9,1998,1926,0.14028259695750414
15,2007,8,1999,1927,0.1419006942471248
15,2007,7,2000,1928,0.1240055460582435
15,2007,6,2001,1929,0.14002997730714137
15,2007,5,2002,1930,0.11360420266690385
15,2007,4,2003,1931,0.09188982339139427
15,2007,3,2004,1932,0.05982331301873577
15,2007,2,2005,1933,0.03594309204726639
15,2007,1,2006,1934,0.011728850599127039
9,1998,10,1988,1946,0.02549570556160894
9,1998,9,1989,1947,0.018386330431275483
9,1998,8,1990,1948,0.011898548400569123
9,1998,7,1991,1949,0.008184342390262625
9,1998,6,1992,1950,0.002217930840782902
9,1998,5,1993,1951,0.010766348890435415
9,1998,4,1994,1952,0.0009037367379226223
9,1998,3,1995,1953,0.0025845986644641343
9,1998,2,1996,1954,0.0001981546836609503
9,1998,1,1997,1955,0.0009334133233401981
15,1997,10,1987,1915,0.17700930018272487
15,1997,9,1988,1916,0.1797097487407334
15,1997,8,1989,1917,0.16743941420864067
15,1997,7,1990,1918,0.1521605366766566
15,1997,6,1991,1919,0.16259159737222298
15,1997,5,1992,1920,0.14637163310184265
15,1997,4,1993,1921,0.09957787283769413
15,1997,3,1994,1922,0.06642493093683792
15,1997,2,1995,1923,0.039449368898054574
15,1997,1,1996,1924,0.014154173174045133
5,1999,10,1989,1967,0.10667135654877659
5,1999,9,1990,1968,0.12210798871551194
5,1999,8,1991,1969,0.11761756528114597
5,1999,7,1992,1970,0.10021012555411643
5,1999,6,1993,1971,0.1013926961389444
5,1999,5,1994,1972,0.07006336883155043
5,1999,4,1995,1973,0.0605788614183206
5,1999,3,1996,1974,0.042653658188713174
5,1999,2,1997,1975,0.027650643589355695
5,1999,1,1998,1976,0.008374503514330306
10,2016,10,2006,1959,0.05822582481005821
10,2016,9,2007,1960,0.033119843569015144
10,2016,8,2008,1961,0.03673644907921476
10,2016,7,2009,1962,0.03923216070000465
10,2016,6,2010,1963,0.04081591839770903
10,2016,5,2011,1964,0.04274686500477776
10,2016,4,2012,1965,0.03783611183347078
10,2016,3,2013,1966,0.02075784769188985
10,2016,2,2014,1967,0.01686552537635843
10,2016,1,2015,1968,0.005504064181350195
15,2006,10,1996,1924,0.1278026370498952
15,2006,9,1997,1925,0.1358734835147122
15,2006,8,1998,1926,0.1358040562311434
15,2006,7,1999,1927,0.1460731796510296
15,2006,6,2000,1928,0.121573980349042
15,2006,5,2001,1929,0.12037035735443018
15,2006,4,2002,1930,0.08770607987830095
15,2006,3,2003,1931,0.060345310798580076
15,2006,2,2004,1932,0.039055187994326016
15,2006,1,2005,1933,0.012716799855690488
2,2008,10,1998,1991,0.34279059026233966
2,2008,9,1999,1992,0.3972738588771606
2,2008,8,2000,1993,0.3274500021477608
2,2008,7,2001,1994,0.23083781806393977
2,2008,6,2002,1995,0.2059814549896327
2,2008,5,2003,1996,0.1994651845053898
2,2008,4,2004,1997,0.19720465380166646
2,2008,3,2005,1998,0.06975138872015912
2,2008,2,2006,1999,0.05611963815956807
2,2008,1,2007,2000,0.015997607048009576
6,1996,10,1986,1959,0.009035514710038772
6,1996,9,1987,1960,0.056590517175768205
6,1996,8,1988,1961,0.050223651287467405
6,1996,7,1989,1962,0.048314434561124525
6,1996,6,1990,1963,0.07834856043872793
6,1996,5,1991,1964,0.07262241447820805
6,1996,4,1992,1965,0.04991054496143589
6,1996,3,1993,1966,0.03686847664146056
6,1996,2,1994,1967,0.016578535450600253
6,1996,1,1995,1968,0.006047280063239182
3,2017,10,2007,1995,0.3227677407607567
3,2017,9,2008,1996,0.41985401317016574
3,2017,8,2009,1997,0.3006776228262193
3,2017,7,2010,1998,0.2375096141228579
3,2017,6,2011,1999,0.32224765133277194
3,2017,5,2012,2000,0.29611503878502315
3,2017,4,2013,2001,0.20458838496976248
3,2017,3,2014,2002,0.10471567115176181
3,2017,2,2015,2003,0.06846274699992863
3,2017,1,2016,2004,0.018891294930137664
13,2005,10,1995,1933,0.08981366650743167
13,2005,9,1996,1934,0.10668673364189085
13,2005,8,1997,1935,0.08008582493410418
13,2005,7,1998,1936,0.09940821419759747
13,2005,6,1999,1937,0.10048082777913574
13,2005,5,2000,1938,0.07217302163012168
13,2005,4,2001,1939,0.06825158714123868
13,2005,3,2002,1940,0.041938233225074235
13,2005,2,2003,1941,0.021925431052104545
13,2005,1,2004,1942,0.008261915464874444
13,2008,10,1998,1936,0.09015625667382429
13,2008,9,1999,1937,0.10333625141868993
13,2008,8,2000,1938,0.08090479612225918
13,2008,7,2001,1939,0.10305717487003839
13,2008,6,2002,1940,0.09303110540686693
13,2008,5,2003,1941,0.06409853463126938
13,2008,4,2004,1942,0.05251783903049938
13,2008,3,2005,1943,0.019872409568667142
13,2008,2,2006,1944,0.01427923987255922
13,2008,1,2007,1945,0.007123883501360454
1,2011,10,2001,1999,0.23696667118632941
1,2011,9,2002,2000,0.164786164945309
1,2011,8,2003,2001,0.182016855305593
1,2011,7,2004,2002,0.16828597195212194
1,2011,6,2005,2003,0.1530532433467343
1,2011,5,2006,2004,0.11183121991877469
1,2011,4,2007,2005,0.1040668589621486
1,2011,3,2008,2006,0.04754361838098645
1,2011,2,2009,2007,0.0374065452636189
1,2011,1,2010,2008,0.01543834939225766
16,1998,10,1988,1911,0.191013432850311
16,1998,9,1989,1912,0.18304389936928186
16,1998,8,1990,1913,0.18684930565384453
16,1998,7,1991,1914,0.17582950223899912
16,1998,6,1992,1915,0.18357879036206318
16,1998,5,1993,1916,0.1582995631652551
16,1998,4,1994,1917,0.10811422704900098
16,1998,3,1995,1918,0.07279383851445485
16,1998,2,1996,1919,0.048984887096070025
16,1998,1,1997,1920,0.01690434417038022
5,2000,10,1990,1968,0.12048223588825588
5,2000,9,1991,1969,0.12096642472068343
5,2000,8,1992,1970,0.11079352837720417
5,2000,7,1993,1971,0.10967055411651609
5,2000,6,1994,1972,0.08406210817225888
5,2000,5,1995,1973,0.08314146164635454
5,2000,4,1996,1974,0.06722100377185929
5,2000,3,1997,1975,0.044598499878246774
5,2000,2,1998,1976,0.024795194251459124
5,2000,1,1999,1977,0.008451612941662068
7,2018,10,2008,1976,0.08206896856721717
7,2018,9,2009,1977,0.11689632314351163
7,2018,8,2010,1978,0.12182446618137581
7,2018,7,2011,1979,0.11682419138935415
7,2018,6,2012,1980,0.08614736320410987
7,2018,5,2013,1981,0.0984068736110828
7,2018,4,2014,1982,0.06813120417231466
7,2018,3,2015,1983,0.0443828437259377
7,2018,2,2016,1984,0.02378574190349393
7,2018,1,2017,1985,0.008093717194409914
13,1995,10,1985,1923,0.15155449478646396
13,1995,9,1986,1924,0.14372145290156438
13,1995,8,1987,1925,0.13179891453017753
13,1995,7,1988,1926,0.12955001290338397
13,1995,6,1989,1927,0.11194284325430806
13,1995,5,1990,1928,0.08930717116312327
13,1995,4,1991,1929,0.07240544702013627
13,1995,3,1992,1930,0.044636329318012445
13,1995,2,1993,1931,0.03225760942139467
13,1995,1,1994,1932,0.010065444191023409
15,2008,10,1998,1926,0.12849762654783067
15,2008,9,1999,1927,0.1470616621052855
15,2008,8,2000,1928,0.12088805987578737
15,2008,7,2001,1929,0.14278030901007915
15,2008,6,2002,1930,0.13176376762598133
15,2008,5,2003,1931,0.11900394919504671
15,2008,4,2004,1932,0.0911355266769836
15,2008,3,2005,1933,0.05494628531020507
15,2008,2,2006,1934,0.033307174109122074
15,2008,1,2007,1935,0.011447673753421367
2,2015,10,2005,1998,0.2688345966601218
2,2015,9,2006,1999,0.3507412694338262
2,2015,8,2007,2000,0.3086877792041728
2,2015,7,2008,2001,0.29926637711643533
2,2015,6,2009,2002,0.2237967519920602
2,2015,5,2010,2003,0.18253502251072554
2,2015,4,2011,2004,0.15653768135532567
2,2015,3,2012,2005,0.1583907507564873
2,2015,2,2013,2006,0.07882594469811276
2,2015,1,2014,2007,0.021057223715058082
17,2006,10,1996,1914,0.17963602752083663
17,2006,9,1997,1915,0.18953850401124517
17,2006,8,1998,1916,0.18608342867024916
17,2006,7,1999,1917,0.20274018910509153
17,2006,6,2000,1918,0.19184010511188462
17,2006,5,2001,1919,0.1567143642904408
17,2006,4,2002,1920,0.12022464592471016
17,2006,3,2003,1921,0.08098010952561178
17,2006,2,2004,1922,0.050072296217874845
17,2006,1,2005,1923,0.017098678738872962
4,1995,10,1985,1968,0.09661866851872049
4,1995,9,1986,1969,0.17682285486842828
4,1995,8,1987,1970,0.13338703129492682
4,1995,7,1988,1971,0.11693691528038981
4,1995,6,1989,1972,0.14325259541617796
4,1995,5,1990,1973,0.13604929708611457
4,1995,4,1991,1974,0.08358045064411429
4,1995,3,1992,1975,0.05335224829939752
4,1995,2,1993,1976,0.03553915846081343
4,1995,1,1994,1977,0.010783427603760831
8,2005,10,1995,1958,0.0028713724238479954
8,2005,9,1996,1959,0.05531391277531194
8,2005,8,1997,1960,0.05603655937506942
8,2005,7,1998,1961,0.03342820370966375
8,2005,6,1999,1962,0.056120567891133274
8,2005,5,2000,1963,0.053420072475156455
8,2005,4,2001,1964,0.04072704586506793
8,2005,3,2002,1965,0.021840431880985674
8,2005,2,2003,1966,0.01749121708214094
8,2005,1,2004,1967,0.004729470602284719
1,1995,10,1985,1983,0.05108808482752426
1,1995,9,1986,1984,0.08583451577816327
1,1995,8,1987,1985,0.10700842490844757
1,1995,7,1988,1986,0.10196756482381555
1,1995,6,1989,1987,0.11344698690578672
1,1995,5,1990,1988,0.10141111623183183
1,1995,4,1991,1989,0.07877534275630951
1,1995,3,1992,1990,0.0489771192659114
1,1995,2,1993,1991,0.03254686891381437
1,1995,1,1994,1992,0.012768652003347184
13,1994,10,1984,1922,0.13807036096353928
13,1994,9,1985,1923,0.16480784100741672
13,1994,8,1986,1924,0.13885631939258386
13,1994,7,1987,1925,0.1355535756431277
13,1994,6,1988,1926,0.12798039086644605
13,1994,5,1989,1927,0.09765847269781605
13,1994,4,1990,1928,0.06908718769624822
13,1994,3,1991,1929,0.0481878895367466
13,1994,2,1992,1930,0.029581384227171353
13,1994,1,1993,1931,0.011450783790432883
12,2002,10,1992,1935,0.0715793712281562
12,2002,9,1993,1936,0.08398245556491415
12,2002,8,1994,1937,0.07353209820233056
12,2002,7,1995,1938,0.0753219214307759
12,2002,6,1996,1939,0.05162759341655425
12,2002,5,1997,1940,0.04554904974629324
12,2002,4,1998,1941,0.04066805922441431
12,2002,3,1999,1942,0.029197582432405184
12,2002,2,2000,1943,0.01750289712958627
12,2002,1,2001,1944,0.005648530067177504
10,2009,10,1999,1952,0.0067319436810637165
10,2009,9,2000,1953,0.016621957366088694
10,2009,8,2001,1954,0.017196920000648663
10,2009,7,2002,1955,0.026356605604815758
10,2009,6,2003,1956,0.0036409482333203055
10,2009,5,2004,1957,0.010650936904337481
10,2009,4,2005,1958,0.007957589495960354
10,2009,3,2006,1959,0.020859573682005146
10,2009,2,2007,1960,0.006868973974511765
10,2009,1,2008,1961,0.0028157532861500627
9,2008,10,1998,1956,0.028343751667329668
9,2008,9,1999,1957,0.00445872105047145
9,2008,8,2000,1958,0.03345111787053829
9,2008,7,2001,1959,0.022767925682969137
9,2008,6,2002,1960,0.029446899136982937
9,2008,5,2003,1961,0.019520678511488112
9,2008,4,2004,1962,0.03413854914133079
9,2008,3,2005,1963,0.020345618706333266
9,2008,2,2006,1964,0.02107762242994448
9,2008,1,2007,1965,0.005091735331308359
8,2008,10,1998,1961,0.031375211377890476
8,2008,9,1999,1962,0.058594260467127596
8,2008,8,2000,1963,0.06970716354003285
8,2008,7,2001,1964,0.064328257977578
8,2008,6,2002,1965,0.055021973351489714
8,2008,5,2003,1966,0.05874433728110874
8,2008,4,2004,1967,0.03262650712025501
8,2008,3,2005,1968,0.03503669215374748
8,2008,2,2006,1969,0.019447009954494308
8,2008,1,2007,1970,0.008344731229786123
14,2003,10,1993,1926,0.1306762158079516
14,2003,9,1994,1927,0.10927893492343653
14,2003,8,1995,1928,0.11744595889413424
14,2003,7,1996,1929,0.11876534371970891
14,2003,6,1997,1930,0.11089654592807127
14,2003,5,1998,1931,0.09964282654048436
14,2003,4,1999,1932,0.08054898446324166
14,2003,3,2000,1933,0.049700673131582676
14,2003,2,2001,1934,0.031293572668518316
14,2003,1,2002,1935,0.011111930731185053
7,1994,10,1984,1952,0.018871835966631532
7,1994,9,1985,1953,0.022708643318412717
7,1994,8,1986,1954,0.011346972203432842
7,1994,7,1987,1955,0.005888811967169326
7,1994,6,1988,1956,0.008389568210679238
7,1994,5,1989,1957,0.025316604925792605
7,1994,4,1990,1958,0.034300067437624183
7,1994,3,1991,1959,0.015189384534563297
7,1994,2,1992,1960,0.012097562345953296
7,1994,1,1993,1961,0.004404343330711566
12,1996,10,1986,1929,0.09921820675218777
12,1996,9,1987,1930,0.11207883961050076
12,1996,8,1988,1931,0.10839810323148276
12,1996,7,1989,1932,0.09633161192368118
12,1996,6,1990,1933,0.07638972872803108
12,1996,5,1991,1934,0.0656417600204465
12,1996,4,1992,1935,0.05351543407595258
12,1996,3,1993,1936,0.037805238579071004
12,1996,2,1994,1937,0.02307340539727982
12,1996,1,1995,1938,0.007923062786556006
