age_group,target_year,lag,feature_period,cohort_year,abs_shap
13,1993,3,1990,1928,0.045883035611926734
13,1993,2,1991,1929,0.03190428978376946
13,1993,1,1992,1930,0.010341855101804737
8,2010,10,2000,1963,0.06420222064620235
8,2010,9,2001,1964,0.06986306607444222
8,2010,8,2002,1965,0.060769814263608044
8,2010,7,2003,1966,0.071609892680258
8,2010,6,2004,1967,0.05117135923079016
8,2010,5,2005,1968,0.07398540620449641
8,2010,4,2006,1969,0.04860646719311461
8,2010,3,2007,1970,0.03730798639146059
8,2010,2,2008,1971,0.017308884319346685
8,2010,1,2009,1972,0.008340988617623224
14,2007,10,1997,1930,0.10250993387601817
14,2007,9,1998,1931,0.1175568997156621
14,2007,8,1999,1932,0.11888637496394652
14,2007,7,2000,1933,0.11404719295344197
14,2007,6,2001,1934,0.1071738697436033
14,2007,5,2002,1935,0.09473975236070091
14,2007,4,2003,1936,0.07354430971485715
14,2007,3,2004,1937,0.05063128074401229
14,2007,2,2005,1938,0.02630798134724012
14,2007,1,2006,1939,0.009093968476235316
1,2007,10,1997,1995,0.27198655288608814
1,2007,9,1998,1996,0.2021929357665552
1,2007,8,1999,1997,0.19222157971931994
1,2007,7,2000,1998,0.1669392168827667
1,2007,6,2001,1999,0.17303057819104453
1,2007,5,2002,2000,0.10416254544765928
1,2007,4,2003,2001,0.08575450481475867
1,2007,3,2004,2002,0.05634213118601793
1,2007,2,2005,2003,0.03505715391889128
1,2007,1,2006,2004,0.00991856023200624
12,1989,10,1979,1922,0.12021870017256847
12,1989,9,1980,1923,0.13718593838883775
12,1989,8,1981,1924,0.13121196645524505
12,1989,7,1982,1925,0.1385897842099195
12,1989,6,1983,1926,0.13348286096063153
12,1989,5,1984,1927,0.09980326140180437
12,1989,4,1985,1928,0.08479970901371128
12,1989,3,1986,1929,0.048720801361345066
12,1989,2,1987,1930,0.03273762743729394
12,1989,1,1988,1931,0.011564259201849975
11,2012,10,2002,1950,0.02955809103340528
11,2012,9,2003,1951,0.0360793063070714
11,2012,8,2004,1952,0.018844697988980138
11,2012,7,2005,1953,0.022351684925419876
11,2012,6,2006,1954,0.014431179422511906
11,2012,5,2007,1955,0.003970465969541914
11,2012,4,2008,1956,0.0022177477082873246
11,2012,3,2009,1957,0.0006160255539423216
11,2012,2,2010,1958,0.004672483845654553
11,2012,1,2011,1959,0.0007045070781549912
10,1995,10,1985,1938,0.050351398937710845
10,1995,9,1986,1939,0.05553975175342901
10,1995,8,1987,1940,0.06934681346900544
10,1995,7,1988,1941,0.057165104037028756
10,1995,6,1989,1942,0.05778369608612365
10,1995,5,1990,1943,0.02488483485971608
10,1995,4,1991,1944,0.003405571124379677
10,1995,3,1992,1945,0.006404344331476803
10,1995,2,1993,1946,0.009957118352361415
10,1995,1,1994,1947,0.0013635353737303743
11,1992,10,1982,1930,0.11824064013866009
11,1992,9,1983,1931,0.11756612949349034
11,1992,8,1984,1932,0.10386875493453075
11,1992,7,1985,1933,0.1006713911127263
11,1992,6,1986,1934,0.09058524532237691
11,1992,5,1987,1935,0.08912793681847793
11,1992,4,1988,1936,0.05336503677582737
11,1992,3,1989,1937,0.03636358318480451
11,1992,2,1990,1938,0.016186436715291894
11,1992,1,1991,1939,0.004747684004328513
14,1997,10,1987,1920,0.14972471951394983
14,1997,9,1988,1921,0.1647447263773067
14,1997,8,1989,1922,0.1424039537686048
14,1997,7,1990,1923,0.14378832710982625
14,1997,6,1991,1924,0.13132909904362733
14,1997,5,1992,1925,0.1089036567760631
14,1997,4,1993,1926,0.09447291348978044
14,1997,3,1994,1927,0.047532153920654935
14,1997,2,1995,1928,0.03477212307050025
14,1997,1,1996,1929,0.012123133031976591
7,2001,10,1991,1959,0.03981669596317666
7,2001,9,1992,1960,0.0490666649006236
7,2001,8,1993,1961,0.04854446195109588
7,2001,7,1994,1962,0.05060023918103368
7,2001,6,1995,1963,0.04957583231028055
7,2001,5,1996,1964,0.04781889312367674
7,2001,4,1997,1965,0.048825827233770575
7,2001,3,1998,1966,0.02079926689930024
7,2001,2,1999,1967,0.015331883044388619
7,2001,1,2000,1968,0.007976072400638325
6,1989,10,1979,1952,0.005771214388469777
6,1989,9,1980,1953,0.0074040690904504745
6,1989,8,1981,1954,0.005203381638493493
6,1989,7,1982,1955,0.017133772143606313
6,1989,6,1983,1956,0.026257536952062323
6,1989,5,1984,1957,0.01667105815793196
6,1989,4,1985,1958,0.0271307925559906
6,1989,3,1986,1959,0.0044474253128356615
6,1989,2,1987,1960,0.014268690781690005
6,1989,1,1988,1961,0.0044302203394953115
4,2012,10,2002,1985,0.17400997648689742
4,2012,9,2003,1986,0.22621983172750418
4,2012,8,2004,1987,0.26336155995343746
4,2012,7,2005,1988,0.23115304497252415
4,2012,6,2006,1989,0.1812650676820103
4,2012,5,2007,1990,0.13179932903035707
4,2012,4,2008,1991,0.09883856160958691
4,2012,3,2009,1992,0.08122741586306974
4,2012,2,2010,1993,0.04601886521177808
4,2012,1,2011,1994,0.013958726686166814
2,2006,10,1996,1989,0.3246154623856137
2,2006,9,1997,1990,0.29843088922023525
2,2006,8,1998,1991,0.30952976564274354
2,2006,7,1999,1992,0.3262824691937173
2,2006,6,2000,1993,0.2545810009928658
2,2006,5,2001,1994,0.16964566881834203
2,2006,4,2002,1995,0.11964794645780005
2,2006,3,2003,1996,0.089519323993245
2,2006,2,2004,1997,0.07548388938624259
2,2006,1,2005,1998,0.013068271787312373
13,2012,10,2002,1940,0.08380300140175022
13,2012,9,2003,1941,0.0743975804327832
13,2012,8,2004,1942,0.07633945284692555
13,2012,7,2005,1943,0.04235319521335796
13,2012,6,2006,1944,0.04276616375190431
13,2012,5,2007,1945,0.05773083925362132
13,2012,4,2008,1946,0.030936374129202682
13,2012,3,2009,1947,0.017742086161197775
13,2012,2,2010,1948,0.010343776151434423
13,2012,1,2011,1949,0.0019949456697204155
15,2016,10,2006,1934,0.10484652466869106
15,2016,9,2007,1935,0.11256158254103796
15,2016,8,2008,1936,0.10689386157685567
15,2016,7,2009,1937,0.10278650220575204
15,2016,6,2010,1938,0.08786371237818631
15,2016,5,2011,1939,0.07240578254789024
15,2016,4,2012,1940,0.055617072665413436
15,2016,3,2013,1941,0.042251068924849255
15,2016,2,2014,1942,0.026762943353492847
15,2016,1,2015,1943,0.007810759646097383
6,2001,10,1991,1964,0.09572053772957576
6,2001,9,1992,1965,0.09048761885055523
6,2001,8,1993,1966,0.10673924570173632
6,2001,7,1994,1967,0.06942251876401273
6,2001,6,1995,1968,0.06734324679977544
6,2001,5,1996,1969,0.06337161853926862
6,2001,4,1997,1970,0.07699965045874615
6,2001,3,1998,1971,0.04253285205119934
6,2001,2,1999,1972,0.014059649143090817
6,2001,1,2000,1973,0.006531760136024011
11,2008,10,1998,1946,0.04477445701362259
11,2008,9,1999,1947,0.03231681499716693
11,2008,8,2000,1948,0.009386137048185361
11,2008,7,2001,1949,0.05054110591753302
11,2008,6,2002,1950,0.030299534567365703
11,2008,5,2003,1951,0.031836450418475895
11,2008,4,2004,1952,0.01353760681784016
11,2008,3,2005,1953,0.01107190224230806
11,2008,2,2006,1954,0.006730651025863596
11,2008,1,2007,1955,0.0009907453762485641
10,2005,10,1995,1948,0.017199535143339897
10,2005,9,1996,1949,0.01646793384603892
10,2005,8,1997,1950,0.004257919149366128
10,2005,7,1998,1951,0.030854946207927746
10,2005,6,1999,1952,0.005492146265981283
10,2005,5,2000,1953,0.01521976409371693
10,2005,4,2001,1954,0.013410648115648183
10,2005,3,2002,1955,0.013648482314115093
10,2005,2,2003,1956,0.0022405768270596983
10,2005,1,2004,1957,0.00048646864246591916
17,2013,10,2003,1921,0.17586621967774854
17,2013,9,2004,1922,0.17997667367061576
17,2013,8,2005,1923,0.16501089886521245
17,2013,7,2006,1924,0.16344374645508802
17,2013,6,2007,1925,0.1630029081072482
17,2013,5,2008,1926,0.13362216380901548
17,2013,4,2009,1927,0.10372551008848653
17,2013,3,2010,1928,0.060225209438559996
17,2013,2,2011,1929,0.038920612053938354
17,2013,1,2012,1930,0.014401270773842017
16,2007,10,1997,1920,0.15563784949531778
16,2007,9,1998,1921,0.17930920689596616
16,2007,8,1999,1922,0.16414511263626266
16,2007,7,2000,1923,0.16561483563670507
16,2007,6,2001,1924,0.1496342826776817
16,2007,5,2002,1925,0.1327795908291721
16,2007,4,2003,1926,0.10724123610662556
16,2007,3,2004,1927,0.06374098584911084
16,2007,2,2005,1928,0.0421839098375076
16,2007,1,2006,1929,0.014692313044679385
1,1994,10,1984,1982,0.06416424947072663
1,1994,9,1985,1983,0.05624105987117977
1,1994,8,1986,1984,0.08744028424738838
1,1994,7,1987,1985,0.09745227687977734
1,1994,6,1988,1986,0.09645306048747376
1,1994,5,1989,1987,0.09628048307830393
1,1994,4,1990,1988,0.07440928460023416
1,1994,3,1991,1989,0.05080128637870909
1,1994,2,1992,1990,0.030674821459935893
1,1994,1,1993,1991,0.0111397858919975
11,1995,10,1985,1933,0.09030633407443141
11,1995,9,1986,1934,0.09229453285164495
11,1995,8,1987,1935,0.09853206520971816
11,1995,7,1988,1936,0.07884584419664363
11,1995,6,1989,1937,0.07906137578472464
11,1995,5,1990,1938,0.04593223721039892
11,1995,4,1991,1939,0.029543320342004
11,1995,3,1992,1940,0.018220852687899452
11,1995,2,1993,1941,0.022264103408038086
11,1995,1,1994,1942,0.005920043466365078
11,2014,10,2004,1952,0.019492021534214886
11,2014,9,2005,1953,0.021673527974945803
11,2014,8,2006,1954,0.013320040132325626
11,2014,7,2007,1955,0.003044664104531956
11,2014,6,2008,1956,0.007384351561877069
11,2014,5,2009,1957,0.0059225687549397735
11,2014,4,2010,1958,0.016158112345189463
11,2014,3,2011,1959,0.004452260739365878
11,2014,2,2012,1960,0.011516758700914018
11,2014,1,2013,1961,0.0024198462873815576
10,1996,10,1986,1939,0.04865974262850877
10,1996,9,1987,1940,0.07202889201448233
10,1996,8,1988,1941,0.05460683366875458
10,1996,7,1989,1942,0.059659005663209815
10,1996,6,1990,1943,0.02552709157725368
10,1996,5,1991,1944,0.005599845967214886
10,1996,4,1992,1945,0.007578340318855934
10,1996,3,1993,1946,0.014505914441354226
10,1996,2,1994,1947,0.004395507715797679
10,1996,1,1995,1948,0.002283566494065796
12,2014,10,2004,1947,0.02696890474402803
12,2014,9,2005,1948,0.018021734749166535
12,2014,8,2006,1949,0.02930534670878543
12,2014,7,2007,1950,0.04528332871316915
12,2014,6,2008,1951,0.03888624368409908
12,2014,5,2009,1952,0.024374240089215255
12,2014,4,2010,1953,0.0019973496689261647
12,2014,3,2011,1954,0.00498159346049504
12,2014,2,2012,1955,0.0010529680201222008
12,2014,1,2013,1956,0.0006722937562162938
3,2009,10,1999,1987,0.3029573551485509
3,2009,9,2000,1988,0.34014578955601993
3,2009,8,2001,1989,0.26192960282647965
3,2009,7,2002,1990,0.3776314996870981
3,2009,6,2003,1991,0.2052110924003647
3,2009,5,2004,1992,0.2506571753929841
3,2009,4,2005,1993,0.142693875646012
3,2009,3,2006,1994,0.11095988468451813
3,2009,2,2007,1995,0.05023027751151295
3,2009,1,2008,1996,0.02050235469010292
10,1999,10,1989,1942,0.05153823865080874
10,1999,9,1990,1943,0.029177532695178324
10,1999,8,1991,1944,0.0022600281485873506
10,1999,7,1992,1945,0.011785704149838754
10,1999,6,1993,1946,0.02733555924672158
10,1999,5,1994,1947,0.009162712281237228
10,1999,4,1995,1948,0.011623152433484352
10,1999,3,1996,1949,0.0076642434995044815
10,1999,2,1997,1950,0.003775647147687982
10,1999,1,1998,1951,0.0034941221532884957
5,2015,10,2005,1983,0.1866025090641898
5,2015,9,2006,1984,0.16783630947820363
5,2015,8,2007,1985,0.15427953144505482
5,2015,7,2008,1986,0.12431876865934399
5,2015,6,2009,1987,0.11738551757088861
5,2015,5,2010,1988,0.14857339562895114
5,2015,4,2011,1989,0.08165598867311781
5,2015,3,2012,1990,0.05617592933161605
5,2015,2,2013,1991,0.03791188619847565
5,2015,1,2014,1992,0.009728057928738145
3,1995,10,1985,1973,0.2489997585573795
3,1995,9,1986,1974,0.22383845465218513
3,1995,8,1987,1975,0.28478063265790043
3,1995,7,1988,1976,0.18717189102163828
3,1995,6,1989,1977,0.24855926976786058
3,1995,5,1990,1978,0.15598743386453545
3,1995,4,1991,1979,0.1198310790417626
3,1995,3,1992,1980,0.08392013678592561
3,1995,2,1993,1981,0.053484309803701925
3,1995,1,1994,1982,0.017455484237433233
16,2014,10,2004,1927,0.13494776522421387
16,2014,9,2005,1928,0.15011651421695316
16,2014,8,2006,1929,0.14132258454110783
16,2014,7,2007,1930,0.15086793700073073
16,2014,6,2008,1931,0.13947511104465887
16,2014,5,2009,1932,0.1105701138808999
16,2014,4,2010,1933,0.08165205426802041
16,2014,3,2011,1934,0.04881965115596915
16,2014,2,2012,1935,0.03575643491241268
16,2014,1,2013,1936,0.012282028822930514
12,2003,10,1993,1936,0.07489285376127289
12,2003,9,1994,1937,0.07739376605472835
12,2003,8,1995,1938,0.07299110064317385
12,2003,7,1996,1939,0.053192738898198255
12,2003,6,1997,1940,0.049966316165879265
12,2003,5,1998,1941,0.053414110636589844
12,2003,4,1999,1942,0.042663754843563474
12,2003,3,2000,1943,0.025916005280068394
12,2003,2,2001,1944,0.016364352754564857
12,2003,1,2002,1945,0.00379016226978736
7,1991,10,1981,1949,0.020435327885284363
7,1991,9,1982,1950,0.023115736340412814
7,1991,8,1983,1951,0.02605307810614995
7,1991,7,1984,1952,0.02208757381098316
7,1991,6,1985,1953,0.021960783620708673
7,1991,5,1986,1954,0.01491825774751812
7,1991,4,1987,1955,0.005308316214279912
7,1991,3,1988,1956,0.0007019105572401304
7,1991,2,1989,1957,0.005641958248162169
7,1991,1,1990,1958,0.004558085975215013
2,2003,10,1993,1986,0.26437164550392117
2,2003,9,1994,1987,0.27614949378265546
2,2003,8,1995,1988,0.3105782938939374
2,2003,7,1996,1989,0.258852996948656
2,2003,6,1997,1990,0.21969450553930175
2,2003,5,1998,1991,0.19998260792412065
2,2003,4,1999,1992,0.16672497269737424
2,2003,3,2000,1993,0.09417232923053717
2,2003,2,2001,1994,0.046103297461519
2,2003,1,2002,1995,0.014155833806007328
13,1990,10,1980,1918,0.15776087296555377
13,1990,9,1981,1919,0.1701541146550417
13,1990,8,1982,1920,0.155509531567287
13,1990,7,1983,1921,0.15901117627653097
13,1990,6,1984,1922,0.14932829642769635
13,1990,5,1985,1923,0.14136979858603888
13,1990,4,1986,1924,0.09461980320047582
13,1990,3,1987,1925,0.0590912772869499
13,1990,2,1988,1926,0.03730525199697161
13,1990,1,1989,1927,0.01168933321756591
16,2011,10,2001,1924,0.1398840885538729
16,2011,9,2002,1925,0.15671931294171493
16,2011,8,2003,1926,0.1587564858372164
16,2011,7,2004,1927,0.1471332190590394
16,2011,6,2005,1928,0.14739193346446738
16,2011,5,2006,1929,0.12328727364814343
16,2011,4,2007,1930,0.09936334570990295
16,2011,3,2008,1931,0.06132966170797771
16,2011,2,2009,1932,0.036940571982664885
16,2011,1,2010,1933,0.01259446968532923
12,2012,10,2002,1945,0.03284810825613224
12,2012,9,2003,1946,0.03695771212399466
12,2012,8,2004,1947,0.02589357834147838
12,2012,7,2005,1948,0.017464138630955
12,2012,6,2006,1949,0.02920352893098373
12,2012,5,2007,1950,0.03990508220575029
12,2012,4,2008,1951,0.02773460290112368
12,2012,3,2009,1952,0.013745320263573724
12,2012,2,2010,1953,0.0029491761285619492
12,2012,1,2011,1954,0.0010025443948014406
4,2006,10,1996,1979,0.1568196418298229
4,2006,9,1997,1980,0.234577578218764
4,2006,8,1998,1981,0.2038874421406183
4,2006,7,1999,1982,0.17539635203089113
4,2006,6,2000,1983,0.16309868241953743
4,2006,5,2001,1984,0.1356299374929614
4,2006,4,2002,1985,0.07892007073790341
4,2006,3,2003,1986,0.06494292146091671
4,2006,2,2004,1987,0.047608431941497074
4,2006,1,2005,1988,0.015194310986429514
8,1996,10,1986,1949,0.026401415004317325
8,1996,9,1987,1950,0.03430514607278423
8,1996,8,1988,1951,0.0192766257349091
8,1996,7,1989,1952,0.011955401100887228
8,1996,6,1990,1953,0.01736410847839174
8,1996,5,1991,1954,0.010310710667170556
8,1996,4,1992,1955,0.007374480815574758
8,1996,3,1993,1956,0.0026495279578181664
8,1996,2,1994,1957,0.001850157429360676
8,1996,1,1995,1958,0.0005765464470448296
12,2000,10,1990,1933,0.07004171956866412
12,2000,9,1991,1934,0.07635508141715454
12,2000,8,1992,1935,0.07673889178949392
12,2000,7,1993,1936,0.08304531516343175
12,2000,6,1994,1937,0.07403402474046218
12,2000,5,1995,1938,0.06526677939550403
12,2000,4,1996,1939,0.03515097587257402
12,2000,3,1997,1940,0.023364391527667148
12,2000,2,1998,1941,0.018405494536384064
12,2000,1,1999,1942,0.006625020312696013
1,1997,10,1987,1985,0.10165259976618583
1,1997,9,1988,1986,0.11257842531814007
1,1997,8,1989,1987,0.133403326315506
1,1997,7,1990,1988,0.1287678003288871
1,1997,6,1991,1989,0.1275215461517883
1,1997,5,1992,1990,0.10412673572254999
1,1997,4,1993,1991,0.08080326422099542
1,1997,3,1994,1992,0.06085914663562836
1,1997,2,1995,1993,0.03708736262198849
1,1997,1,1996,1994,0.013556747394196315
17,2010,10,2000,1918,0.18109669832783679
17,2010,9,2001,1919,0.1871750322727461
17,2010,8,2002,1920,0.18049973510368683
17,2010,7,2003,1921,0.19049945739524043
17,2010,6,2004,1922,0.1776247216102572
17,2010,5,2005,1923,0.14331723922288186
17,2010,4,2006,1924,0.10716375907587385
17,2010,3,2007,1925,0.07121291615542333
17,2010,2,2008,1926,0.04450974785295561
17,2010,1,2009,1927,0.01610384430786196
17,2015,10,2005,1923,0.15579656657750623
17,2015,9,2006,1924,0.16331908679578713
17,2015,8,2007,1925,0.1601236626938436
17,2015,7,2008,1926,0.1568369557219742
17,2015,6,2009,1927,0.15539217554721335
17,2015,5,2010,1928,0.1177542263137301
17,2015,4,2011,1929,0.08976725184062628
17,2015,3,2012,1930,0.06134962960677812
17,2015,2,2013,1931,0.040608571471657556
17,2015,1,2014,1932,0.014409147108247184
12,1993,10,1983,1926,0.12357896926706408
12,1993,9,1984,1927,0.1178601928416951
12,1993,8,1985,1928,0.12469664157069633
12,1993,7,1986,1929,0.11045170297510633
12,1993,6,1987,1930,0.11100949046753408
12,1993,5,1988,1931,0.09675592166366838
12,1993,4,1989,1932,0.06446569982232413
12,1993,3,1990,1933,0.035053409478250135
12,1993,2,1991,1934,0.022528706985093388
12,1993,1,1992,1935,0.00825027124905987
14,2001,10,1991,1924,0.12107900477636818
14,2001,9,1992,1925,0.127126842859571
14,2001,8,1993,1926,0.13803932704133492
14,2001,7,1994,1927,0.10701264440111202
14,2001,6,1995,1928,0.1184983955461695
14,2001,5,1996,1929,0.10126780777884317
14,2001,4,1997,1930,0.07452729081966734
14,2001,3,1998,1931,0.050810699578559416
14,2001,2,1999,1932,0.034988773234591375
14,2001,1,2000,1933,0.011441535744479741
9,2013,10,2003,1961,0.015002459602549065
9,2013,9,2004,1962,0.04898700830762804
9,2013,8,2005,1963,0.05099287221463974
9,2013,7,2006,1964,0.07665468538872204
9,2013,6,2007,1965,0.0490558885929049
9,2013,5,2008,1966,0.053756946803558456
9,2013,4,2009,1967,0.042872738908673325
9,2013,3,2010,1968,0.03632217405413811
9,2013,2,2011,1969,0.02536760625718825
9,2013,1,2012,1970,0.00614104951790623
3,2011,10,2001,1989,0.28941969739588047
3,2011,9,2002,1990,0.4603130737859091
3,2011,8,2003,1991,0.26259154331287876
3,2011,7,2004,1992,0.34036107167399
3,2011,6,2005,1993,0.24697536496884623
3,2011,5,2006,1994,0.24947758150952978
3,2011,4,2007,1995,0.1300888998958965
3,2011,3,2008,1996,0.11158081845576244
3,2011,2,2009,1997,0.05272581760241595
3,2011,1,2010,1998,0.014939152330596218
1,2016,10,2006,2004,0.17491637730553253
1,2016,9,2007,2005,0.23081345558000144
1,2016,8,2008,2006,0.1554104236789372
1,2016,7,2009,2007,0.1770313981870513
1,2016,6,2010,2008,0.20894801761925466
1,2016,5,2011,2009,0.16380245838548588
1,2016,4,2012,2010,0.12412969116615277
1,2016,3,2013,2011,0.05700295649884305
1,2016,2,2014,2012,0.04893273242020475
1,2016,1,2015,2013,0.016596971729644652
16,2012,10,2002,1925,0.14424882316856213
16,2012,9,2003,1926,0.16378794361209642
16,2012,8,2004,1927,0.14319030375087585
16,2012,7,2005,1928,0.15001590145791752
16,2012,6,2006,1929,0.14328559975746272
16,2012,5,2007,1930,0.12848482432212707
16,2012,4,2008,1931,0.09319547876228554
16,2012,3,2009,1932,0.056355099610344926
16,2012,2,2010,1933,0.03549766188300779
16,2012,1,2011,1934,0.01132424376747897
11,2004,10,1994,1942,0.04958330884334881
11,2004,9,1995,1943,0.05175388469507112
11,2004,8,1996,1944,0.05182272563754609
11,2004,7,1997,1945,0.04030534361151322
11,2004,6,1998,1946,0.046766778111284116
11,2004,5,1999,1947,0.027261731551734655
11,2004,4,2000,1948,0.00854556841977191
11,2004,3,2001,1949,0.023083301648220384
11,2004,2,2002,1950,0.010654488338634293
11,2004,1,2003,1951,0.003987643802523735
2,2002,10,1992,1985,0.36189661941516926
2,2002,9,1993,1986,0.2534507395348083
2,2002,8,1994,1987,0.25728545297555877
2,2002,7,1995,1988,0.2720552698208004
2,2002,6,1996,1989,0.22913135028194417
2,2002,5,1997,1990,0.1820532021415345
2,2002,4,1998,1991,0.1398095779670107
2,2002,3,1999,1992,0.10589068361946803
2,2002,2,2000,1993,0.056982832431290625
2,2002,1,2001,1994,0.0141034843029587
5,1992,10,1982,1960,0.032437181848677867
5,1992,9,1983,1961,0.05204827820891085
5,1992,8,1984,1962,0.054021600226734884
5,1992,7,1985,1963,0.07918464402382125
5,1992,6,1986,1964,0.0788520164747116
5,1992,5,1987,1965,0.04813382348646266
5,1992,4,1988,1966,0.04807845842151256
5,1992,3,1989,1967,0.037199690237933285
5,1992,2,1990,1968,0.025418244926665414
5,1992,1,1991,1969,0.008767884145535167
14,1993,10,1983,1916,0.1592669448459977
14,1993,9,1984,1917,0.17436178763665366
14,1993,8,1985,1918,0.1860661752570112
14,1993,7,1986,1919,0.17152112663615637
14,1993,6,1987,1920,0.16130864823445143
14,1993,5,1988,1921,0.1400607656847524
14,1993,4,1989,1922,0.0969125539395026
14,1993,3,1990,1923,0.06277467737134018
14,1993,2,1991,1924,0.03832389197535148
14,1993,1,1992,1925,0.013049247704668088
5,2003,10,1993,1971,0.12412131777709147
5,2003,9,1994,1972,0.10205632654797392
5,2003,8,1995,1973,0.11920225923510261
5,2003,7,1996,1974,0.12061961673320966
5,2003,6,1997,1975,0.11636279813585686
5,2003,5,1998,1976,0.08703618989041857
5,2003,4,1999,1977,0.06412054814864697
5,2003,3,2000,1978,0.044037636334527355
5,2003,2,2001,1979,0.025928543586830895
5,2003,1,2002,1980,0.007101460613214237
6,2009,10,1999,1972,0.0642129964379912
6,2009,9,2000,1973,0.09078618638428106
6,2009,8,2001,1974,0.0966425543963828
6,2009,7,2002,1975,0.15067807659307597
6,2009,6,2003,1976,0.11494384649332748
6,2009,5,2004,1977,0.08780704581459237
6,2009,4,2005,1978,0.08672978590023782
6,2009,3,2006,1979,0.04071274129193024
6,2009,2,2007,1980,0.02362137689297308
6,2009,1,2008,1981,0.008051957003007256
1,1996,10,1986,1984,0.080248072628132
1,1996,9,1987,1985,0.10609687362192556
1,1996,8,1988,1986,0.11190969495666359
1,1996,7,1989,1987,0.1208295427185581
1,1996,6,1990,1988,0.1195139508815001
1,1996,5,1991,1989,0.1076033989258947
1,1996,4,1992,1990,0.07586219710021457
1,1996,3,1993,1991,0.052152900668836766
1,1996,2,1994,1992,0.037789182678652215
1,1996,1,1995,1993,0.0124327638497177
9,2007,10,1997,1955,0.02326155851636133
9,2007,9,1998,1956,0.02706841649522355
9,2007,8,1999,1957,0.0016905433594411453
9,2007,7,2000,1958,0.02667893375944169
9,2007,6,2001,1959,0.023248189968156734
9,2007,5,2002,1960,0.02278389512313275
9,2007,4,2003,1961,0.014165668388547733
9,2007,3,2004,1962,0.02057421595623924
9,2007,2,2005,1963,0.012879814841001045
9,2007,1,2006,1964,0.007718751040978418
6,1999,10,1989,1962,0.045879212784902756
6,1999,9,1990,1963,0.08675455345263322
6,1999,8,1991,1964,0.09779346421988869
6,1999,7,1992,1965,0.08114542752146588
6,1999,6,1993,1966,0.09139024188837393
6,1999,5,1994,1967,0.055460395877733694
6,1999,4,1995,1968,0.042012758815631567
6,1999,3,1996,1969,0.029699589099066136
6,1999,2,1997,1970,0.030490227551110752
6,1999,1,1998,1971,0.009180591455213572
11,2010,10,2000,1948,0.00999687195946607
11,2010,9,2001,1949,0.05014622715637754
11,2010,8,2002,1950,0.03002644273611375
11,2010,7,2003,1951,0.03584398179292123
11,2010,6,2004,1952,0.018239602206843997
11,2010,5,2005,1953,0.019701311531125597
11,2010,4,2006,1954,0.011421671065439043
11,2010,3,2007,1955,0.0037302868926882833
11,2010,2,2008,1956,0.0011810372009769905
11,2010,1,2009,1957,0.00013832448807263894
14,2009,10,1999,1932,0.11218232316331612
14,2009,9,2000,1933,0.11541988099577849
14,2009,8,2001,1934,0.1064975641367785
14,2009,7,2002,1935,0.1111835284418581
14,2009,6,2003,1936,0.10970119404068066
14,2009,5,2004,1937,0.09931950874622952
14,2009,4,2005,1938,0.059651116059775265
14,2009,3,2006,1939,0.03942932474031121
14,2009,2,2007,1940,0.028823412662560468
14,2009,1,2008,1941,0.008245992135541115
3,2012,10,2002,1990,0.4776359574794736
3,2012,9,2003,1991,0.27862926243551966
3,2012,8,2004,1992,0.38658097959342674
3,2012,7,2005,1993,0.27883844921952655
3,2012,6,2006,1994,0.3009340495912039
3,2012,5,2007,1995,0.18526513371298436
3,2012,4,2008,1996,0.174119769710955
3,2012,3,2009,1997,0.08642406282539579
3,2012,2,2010,1998,0.04802692436598357
3,2012,1,2011,1999,0.021953267431197077
4,1996,10,1986,1969,0.17380954542723942
4,1996,9,1987,1970,0.13613898437989466
4,1996,8,1988,1971,0.1295692956151315
4,1996,7,1989,1972,0.15636954958810476
4,1996,6,1990,1973,0.1622801400329805
4,1996,5,1991,1974,0.11592847331589275
4,1996,4,1992,1975,0.08330595707001592
4,1996,3,1993,1976,0.057734957641267765
4,1996,2,1994,1977,0.03295721879037516
4,1996,1,1995,1978,0.012329973671023557
17,1993,10,1983,1901,0.21091303342087758
17,1993,9,1984,1902,0.19115742402260646
17,1993,8,1985,1903,0.17351635226656068
17,1993,7,1986,1904,0.18246668332255622
17,1993,6,1987,1905,0.17173011260211754
17,1993,5,1988,1906,0.1541569372134298
17,1993,4,1989,1907,0.11605911634319147
17,1993,3,1990,1908,0.07889921386293801
17,1993,2,1991,1909,0.051933538179815
17,1993,1,1992,1910,0.01843220440036291
7,2016,10,2006,1974,0.09413855058784396
7,2016,9,2007,1975,0.12108841639695458
7,2016,8,2008,1976,0.08441232368861129
7,2016,7,2009,1977,0.10315502223483705
7,2016,6,2010,1978,0.10171174898103164
7,2016,5,2011,1979,0.09037406466386491
7,2016,4,2012,1980,0.05271096851022921
7,2016,3,2013,1981,0.04559633089270484
7,2016,2,2014,1982,0.026872622922351156
7,2016,1,2015,1983,0.009389229377495168
13,2001,10,1991,1929,0.09863612924522486
13,2001,9,1992,1930,0.1009575112791812
13,2001,8,1993,1931,0.10643261425131333
13,2001,7,1994,1932,0.0979410268814591
13,2001,6,1995,1933,0.09721770196134927
13,2001,5,1996,1934,0.09037423408614279
13,2001,4,1997,1935,0.05459524579640359
13,2001,3,1998,1936,0.0433960663613324
13,2001,2,1999,1937,0.029604508260974563
13,2001,1,2000,1938,0.00838789257836631
4,1994,10,1984,1967,0.11396627562206998
