dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1990,4,1986,0.6124126223103582,0.7187732288541692,0.10636060654381096,0.17367474586396736
train,1990,5,1985,1.3524425270732814,1.4156158625317892,0.06317333545850778,0.04671055086915206
train,1990,6,1984,1.9052161542181842,2.487559716431589,0.5823435622134046,0.30565747667201926
train,1990,7,1983,2.657323148071475,3.136730308744301,0.47940716067282585,0.18040980865295597
train,1990,8,1982,3.7151661914896033,4.608897098349163,0.89373090685956,0.24056283374525872
train,1990,9,1981,3.9360781173258683,4.831322153298361,0.8952440359724925,0.22744569830348915
train,1990,10,1980,5.708859695888303,7.808564422720977,2.099704726832674,0.36779757056292317
train,1990,11,1979,7.3091206524614805,9.72125405256513,2.4121334001036487,0.3300169082981259
train,1990,12,1978,9.758749058447645,11.552844863738935,1.79409580529129,0.18384485496509925
train,1990,13,1977,12.919930019857357,13.824393401914092,0.9044633820567345,0.07000528490994491
train,1990,14,1976,20.91478862887403,20.35078162124581,0.56400700762822,0.026966899720399274
train,1990,15,1975,22.33123549722898,27.533389554296427,5.202154057067446,0.232954153285103
train,1990,16,1974,36.19104388746902,30.54874776488031,5.642296122588711,0.15590310520283646
train,1990,17,1973,33.88150293653932,29.513571591642492,4.367931344896828,0.1289178745428712
train,1991,1,1990,0.9250214119715162,0.9864406615734319,0.06141924960191569,0.06639765178077905
train,1991,2,1989,0.438096908766608,0.3927225908546345,0.045374317911973494,0.10357141765645889
train,1991,3,1988,0.3050079809027204,0.34708870912142414,0.042080728218703733,0.13796599057513528
train,1991,4,1987,0.7635203422917922,0.5774102011533337,0.18611014113845847,0.24375269502261615
train,1991,5,1986,1.356865070446488,1.2738772875507975,0.08298778289569042,0.06116141147941956
train,1991,6,1985,1.7153474764420436,1.7939011490871872,0.07855367264514368,0.04579461230096255
train,1991,7,1984,3.0261628724937806,2.500126360009564,0.5260365124842168,0.1738295440954076
train,1991,8,1983,3.815897479134301,3.4883449601904317,0.3275525189438695,0.08583892013212428
train,1991,9,1982,4.639193675192857,3.6927604845534505,0.9464331906394063,0.20400812229505766
train,1991,10,1981,4.459436221423207,5.372043464809845,0.9126072433866383,0.2046463270406813
train,1991,11,1980,6.690265075515696,6.906253550361752,0.2159884748460561,0.03228399359488385
train,1991,12,1979,9.482170419410247,9.253257928298856,0.2289124911113909,0.02414136015134014
train,1991,13,1978,13.928957324242127,12.297758679682776,1.6311986445593512,0.11710845302973799
train,1991,14,1977,18.2940925166137,19.978389213799993,1.6842966971862943,0.09206779159210088
train,1991,15,1976,26.386703116463547,21.419849079496572,4.966854036966975,0.18823321788419262
train,1991,16,1975,29.453153112679043,34.833411236690225,5.380258124011181,0.1826717195075082
train,1991,17,1974,35.30377125999809,32.72497981832707,2.5787914416710223,0.07304577810339824
train,1992,1,1991,0.9379044734459763,0.8844148891759323,0.05348958427004402,0.05703095121559628
train,1992,2,1990,0.179375820859313,0.4156086555445866,0.2362328346852736,1.316971448840016
train,1992,3,1989,0.2446006456613149,0.2881474025421157,0.043546756880800785,0.17803206022979826
train,1992,4,1988,0.757344193161202,0.7210352395778792,0.03630895358332287,0.04794247306725768
train,1992,5,1987,1.4255436899315834,1.2803847614572934,0.14515892847429002,0.10182706394719816
train,1992,6,1986,1.7931843707815454,1.6175342790767386,0.17565009170480672,0.09795428432613042
train,1992,7,1985,2.796160621646973,2.8525463571877077,0.05638573554073467,0.02016541364047342
train,1992,8,1984,3.861137684349822,3.5895632105220536,0.27157447382776834,0.07033535088076728
train,1992,9,1983,4.2628368049451275,4.359348472179333,0.09651166723420523,0.022640244431178715
train,1992,10,1982,4.767586825481328,4.204410436198034,0.5631763892832939,0.1181260897595333
train,1992,11,1981,6.242992474995573,6.331903156495537,0.08891068149996428,0.014241676865069918
train,1992,12,1980,10.032905824882326,9.00470313934359,1.0282026855387354,0.1024830396582231
train,1992,13,1979,12.46288628214399,13.276056596758838,0.8131703146148492,0.06524735091098773
train,1992,14,1978,16.932934439282402,17.50429621074332,0.5713617714609178,0.03374263176354079
